1.34.2.110       #AS3462    1.34.0.0/16        TW   HINET - Data Communication Business Group, TW
194.187.176.74   #AS208843  194.187.176.0/22   DE   ALPHASTRIKE-RESEARCH - Alpha Strike Labs GmbH, DE
194.187.178.161  #AS215778  194.187.178.0/24   DE   ALPHASTRIKE-HK - Alpha Strike Labs GmbH, DE
195.33.200.58    #AS34984   195.33.200.0/24    TR   TELLCOM-AS - Superonline Iletisim Hizmetleri A.S., TR
195.184.76.123   #AS213412  195.184.76.0/24    FR   ONYPHE - ONYPHE SAS, FR
195.230.103.247  #AS211607  195.230.103.0/24   US   RECORDEDFUTURE - Securitytrails, LLC, US
197.189.207.3    #AS37153   197.189.192.0/19   ZA   Xneelo (Pty) Ltd - Xneelo (Pty) Ltd, ZA
198.235.24.29    #AS396982  198.235.24.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.68    #AS396982  198.235.24.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.195   #AS396982  198.235.24.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.214   #AS396982  198.235.24.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.238   #AS396982  198.235.24.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
199.45.154.177   #AS398722  199.45.154.0/24    US   CENSYS-ARIN-03 - Censys, Inc., US
199.45.154.182   #AS398722  199.45.154.0/24    US   CENSYS-ARIN-03 - Censys, Inc., US
199.45.154.187   #AS398722  199.45.154.0/24    US   CENSYS-ARIN-03 - Censys, Inc., US
201.79.5.253     #AS14061   201.79.0.0/20      US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
202.37.144.88    #AS4770    202.37.144.0/21    NZ   ICONZ-AS - ICONZ Ltd, NZ
202.179.141.247  #AS64073   202.179.141.0/24   NZ   VETTA - Vetta Group, NZ
204.44.100.21    #AS36352   204.44.100.0/24    US   AS-COLOCROSSING - HostPapa, US
204.76.203.7     #AS51396   204.76.203.0/24    NL   PFCLOUD - Pfcloud UG (haftungsbeschrankt), DE
204.76.203.43    #AS51396   204.76.203.0/24    NL   PFCLOUD - Pfcloud UG (haftungsbeschrankt), DE
205.196.17.187   #AS46562   205.196.17.0/24    US   PERFORMIVE - Performive LLC, US
205.210.31.37    #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.55    #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.81    #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.97    #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.101   #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.232   #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.235   #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.245   #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.246   #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.249   #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
209.99.184.206   #AS402253  209.99.184.0/21    KN   SKN-NETWORK-1 - SKN Subnet & Telecom Ltd, KN
209.141.51.29    #AS53667   209.141.32.0/19    US   PONYNET - FranTech Solutions, US
213.166.84.38    #AS25369   213.166.84.0/22    GB   BANDWIDTH-AS - Hydra Communications Ltd, GB
213.191.220.123  #AS8745    213.191.192.0/19   BG   AS-BG-BAS - Bulgarian Academy of Sciences, BG
216.25.89.121    #AS396982  216.25.89.0/24     US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
216.218.206.119  #AS6939    216.218.128.0/17   US   HURRICANE - Hurricane Electric LLC, US
217.71.127.125   #AS198545  217.71.127.0/24    US   FLEXNETWORK-AS - FLEX NETWORK SARL, FR
217.160.190.176  #AS8560    217.160.190.0/24   DE   IONOS-AS - IONOS SE, DE
220.94.150.209   #AS4766    220.92.0.0/14      KR   KIXS-AS-KR-KR - Korea Telecom, KR
