1.34.2.110       #AS3462    1.34.0.0/16        TW   HINET - Data Communication Business Group, TW
64.62.156.11     #AS6939    64.62.128.0/18     US   HURRICANE - Hurricane Electric LLC, US
64.62.156.66     #AS6939    64.62.128.0/18     US   HURRICANE - Hurricane Electric LLC, US
64.62.156.154    #AS6939    64.62.128.0/18     US   HURRICANE - Hurricane Electric LLC, US
64.226.102.189   #AS14061   64.226.96.0/20     US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
64.227.85.49     #AS14061   64.227.80.0/20     US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
65.49.1.132      #AS6939    65.49.0.0/17       US   HURRICANE - Hurricane Electric LLC, US
65.49.1.141      #AS6939    65.49.0.0/17       US   HURRICANE - Hurricane Electric LLC, US
65.49.1.195      #AS6939    65.49.0.0/17       US   HURRICANE - Hurricane Electric LLC, US
65.49.1.219      #AS6939    65.49.0.0/17       US   HURRICANE - Hurricane Electric LLC, US
65.49.1.220      #AS6939    65.49.0.0/17       US   HURRICANE - Hurricane Electric LLC, US
65.49.1.235      #AS6939    65.49.0.0/17       US   HURRICANE - Hurricane Electric LLC, US
65.49.20.85      #AS6939    65.49.0.0/17       US   HURRICANE - Hurricane Electric LLC, US
65.49.20.92      #AS6939    65.49.0.0/17       US   HURRICANE - Hurricane Electric LLC, US
68.183.104.166   #AS14061   68.183.96.0/20     US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
71.6.158.166     #AS10439   71.6.128.0/17      US   CARINET - CariNet, Inc., US
74.82.47.7       #AS6939    74.82.0.0/18       US   HURRICANE - Hurricane Electric LLC, US
78.128.114.106   #AS50360   78.128.114.0/24    BG   TAMATIYA-AS - Tamatiya EOOD, BG
79.124.58.90     #AS50360   79.124.58.0/24     BG   TAMATIYA-AS - Tamatiya EOOD, BG
85.217.140.1     #AS209334  85.217.140.0/24    NL   MODAT-01 - Modat B.V., NL
85.217.140.5     #AS209334  85.217.140.0/24    NL   MODAT-01 - Modat B.V., NL
85.217.140.8     #AS209334  85.217.140.0/24    NL   MODAT-01 - Modat B.V., NL
85.217.140.9     #AS209334  85.217.140.0/24    NL   MODAT-01 - Modat B.V., NL
85.217.140.18    #AS209334  85.217.140.0/24    NL   MODAT-01 - Modat B.V., NL
85.217.140.28    #AS209334  85.217.140.0/24    NL   MODAT-01 - Modat B.V., NL
85.217.140.31    #AS209334  85.217.140.0/24    NL   MODAT-01 - Modat B.V., NL
85.217.140.37    #AS209334  85.217.140.0/24    NL   MODAT-01 - Modat B.V., NL
85.217.140.39    #AS209334  85.217.140.0/24    NL   MODAT-01 - Modat B.V., NL
85.217.140.42    #AS209334  85.217.140.0/24    NL   MODAT-01 - Modat B.V., NL
85.217.140.44    #AS209334  85.217.140.0/24    NL   MODAT-01 - Modat B.V., NL
85.217.140.48    #AS209334  85.217.140.0/24    NL   MODAT-01 - Modat B.V., NL
85.217.140.50    #AS209334  85.217.140.0/24    NL   MODAT-01 - Modat B.V., NL
85.217.140.53    #AS209334  85.217.140.0/24    NL   MODAT-01 - Modat B.V., NL
85.217.149.69    #AS209334  85.217.149.0/24    NL   MODAT-01 - Modat B.V., NL
91.92.47.252     #AS197170  91.92.47.0/24      BG   TECHTIES-AS - TechTies Inc., SC
93.123.109.121   #AS48090   93.123.109.0/24    BG   DMZHOST - TECHOFF SRV LIMITED, GB
94.154.82.250    #AS47909   94.154.82.0/24     RU   BAIKAL-AS - BAIKAL TELECOM LLC, RU
95.154.76.89     #AS44724   95.154.72.0/21     RU   OCTOPUSNET-AS - Octopusnet LTD, RU
98.11.22.1       #AS11351   98.10.0.0/15       US   TWC-11351-NORTHEAST - Charter Communications Inc, US
100.28.153.226   #AS14618   100.24.0.0/13      US   AMAZON-AES - Amazon.com, Inc., US
100.29.192.5     #AS14618   100.24.0.0/13      US   AMAZON-AES - Amazon.com, Inc., US
100.29.192.77    #AS14618   100.24.0.0/13      US   AMAZON-AES - Amazon.com, Inc., US
100.50.17.159    #AS14618   100.48.0.0/12      US   AMAZON-AES - Amazon.com, Inc., US
103.130.197.107  #AS138043  103.130.197.0/24   BD   T2-AS-AP - T Network, BD
103.204.171.251  #AS133676  103.204.171.0/24   IN   PNPL-AS - Precious netcom pvt ltd, IN
103.229.87.146   #AS133443  103.229.87.0/24    BD   COMILLA-AS-AP - Comilla Online, BD
104.248.223.122  #AS14061   104.248.208.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
115.231.78.10    #AS58461   115.231.78.0/24    CN   CT-HangZhou-IDC - No.288,Fu-chun Road, CN
118.193.59.194   #AS135377  118.193.59.0/24    HK   UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
120.33.137.206   #AS4134    120.32.0.0/13      CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
135.237.122.155  #AS8075    135.236.0.0/15     GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
139.59.135.230   #AS14061   139.59.128.0/19    SG   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
139.162.154.211  #AS63949   139.162.128.0/19   NL   AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
141.98.10.205    #AS209605  141.98.10.0/24     LT   hostbaltic - UAB Host Baltic, LT
144.123.76.209   #AS4134    144.123.0.0/16     CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
146.190.142.86   #AS14061   146.190.128.0/19   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
150.107.36.82    #AS135377  150.107.36.0/24    HK   UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
151.243.11.231   #AS209630  151.243.11.0/24    AE   KREDIT-AS - LLC VASH KREDIT BANK, UA
151.243.11.234   #AS209630  151.243.11.0/24    AE   KREDIT-AS - LLC VASH KREDIT BANK, UA
151.243.11.235   #AS209630  151.243.11.0/24    AE   KREDIT-AS - LLC VASH KREDIT BANK, UA
151.243.11.236   #AS209630  151.243.11.0/24    AE   KREDIT-AS - LLC VASH KREDIT BANK, UA
152.32.227.23    #AS135377  152.32.227.0/24    HK   UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
159.65.115.92    #AS14061   159.65.112.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
161.35.171.112   #AS14061   161.35.160.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
161.35.232.232   #AS14061   161.35.224.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
162.216.149.127  #AS396982  162.216.149.0/24   US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
164.90.172.255   #AS14061   164.90.160.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
164.92.111.195   #AS14061   164.92.96.0/19     US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
172.208.64.173   #AS8075    172.208.0.0/13     GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
172.234.218.210  #AS63949   172.234.192.0/19   US   AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
172.236.35.120   #AS63949   172.236.32.0/19    US   AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
176.98.83.41     #AS41096   176.98.83.0/24     UA   TIM-UMAN-AS - TOV TV&Radio Company _TIM_, UA
176.105.202.183  #AS24812   176.105.202.0/24   UA   ASHOMENET - RPC HomeNet Ltd., UA
178.128.65.127   #AS14061   178.128.64.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
183.81.168.186   #AS206264  183.81.168.0/24    HK   AMARUTU-TECHNOLOGY - Amarutu Technology Ltd, SC
184.105.139.123  #AS6939    184.104.0.0/15     US   HURRICANE - Hurricane Electric LLC, US
184.105.247.206  #AS6939    184.104.0.0/15     US   HURRICANE - Hurricane Electric LLC, US
192.81.213.149   #AS14061   192.81.208.0/21    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
193.163.125.108  #AS211298  193.163.125.0/24   GB   DRIFTNET - Driftnet Ltd, GB
194.67.63.51     #AS3216    194.67.62.0/23     RU   SOVAM-AS - PJSC _Vimpelcom_, RU
195.182.16.52    #AS206264  195.182.16.0/24    SC   AMARUTU-TECHNOLOGY - Amarutu Technology Ltd, SC
196.250.185.176  #AS328136  196.250.185.0/24   LR   Telecel Liberia Limited - Telecel Liberia Limited, LR
204.76.203.43    #AS51396   204.76.203.0/24    NL   PFCLOUD - Pfcloud UG (haftungsbeschrankt), DE
207.154.253.210  #AS14061   207.154.240.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
216.226.76.10    #AS50219   216.226.76.0/24    US   VT-255-50219 - Valence Technology Co., US
