1.34.2.110       #AS3462    1.34.0.0/16        TW   HINET - Data Communication Business Group, TW
47.254.46.23     #AS45102   47.254.0.0/18      US   ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
47.254.142.61    #AS45102   47.254.128.0/19    US   ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
51.75.24.26      #AS16276   51.75.0.0/16       FR   OVH - OVH SAS, FR
51.195.109.218   #AS16276   51.195.0.0/16      FR   OVH - OVH SAS, FR
52.20.198.190    #AS14618   52.20.0.0/14       US   AMAZON-AES - Amazon.com, Inc., US
52.21.227.35     #AS14618   52.20.0.0/14       US   AMAZON-AES - Amazon.com, Inc., US
59.55.128.147    #AS4134    59.52.0.0/14       CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
64.23.138.150    #AS14061   64.23.128.0/20     US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
64.225.17.162    #AS14061   64.225.16.0/20     US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
64.225.70.191    #AS14061   64.225.64.0/20     US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
64.226.83.235    #AS14061   64.226.80.0/20     US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
66.132.172.227   #AS398324  66.132.172.0/24    US   CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.229   #AS398324  66.132.172.0/24    US   CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.230   #AS398324  66.132.172.0/24    US   CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.232   #AS398324  66.132.172.0/24    US   CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.233   #AS398324  66.132.172.0/24    US   CENSYS-ARIN-01 - Censys, Inc., US
66.132.186.210   #AS398324  66.132.186.0/24    US   CENSYS-ARIN-01 - Censys, Inc., US
66.132.186.211   #AS398324  66.132.186.0/24    US   CENSYS-ARIN-01 - Censys, Inc., US
66.132.186.214   #AS398324  66.132.186.0/24    US   CENSYS-ARIN-01 - Censys, Inc., US
66.132.186.253   #AS398324  66.132.186.0/24    US   CENSYS-ARIN-01 - Censys, Inc., US
66.132.224.22    #AS398324  66.132.224.0/24    US   CENSYS-ARIN-01 - Censys, Inc., US
66.132.224.28    #AS398324  66.132.224.0/24    US   CENSYS-ARIN-01 - Censys, Inc., US
69.5.169.2       #AS25369   69.5.169.0/24      GB   BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.3       #AS25369   69.5.169.0/24      GB   BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.91      #AS25369   69.5.169.0/24      GB   BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.124     #AS25369   69.5.169.0/24      GB   BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.176     #AS25369   69.5.169.0/24      GB   BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.202     #AS25369   69.5.169.0/24      GB   BANDWIDTH-AS - Hydra Communications Ltd, GB
71.6.134.229     #AS10439   71.6.128.0/17      US   CARINET - CariNet, Inc., US
75.127.6.2       #AS36352   75.127.6.0/23      US   AS-COLOCROSSING - HostPapa, US
78.107.31.154    #AS8402    78.106.0.0/15      RU   CORBINA-AS - PJSC _Vimpelcom_, RU
78.128.114.46    #AS50360   78.128.114.0/24    BG   TAMATIYA-AS - Tamatiya EOOD, BG
78.128.114.106   #AS50360   78.128.114.0/24    BG   TAMATIYA-AS - Tamatiya EOOD, BG
79.124.60.218    #AS50360   79.124.60.0/24     BG   TAMATIYA-AS - Tamatiya EOOD, BG
81.0.249.104     #AS51167   81.0.248.0/23      DE   CONTABO - Contabo GmbH, DE
85.217.140.3     #AS209334  85.217.140.0/24    NL   MODAT-01 - Modat B.V., NL
85.217.140.8     #AS209334  85.217.140.0/24    NL   MODAT-01 - Modat B.V., NL
85.217.140.12    #AS209334  85.217.140.0/24    NL   MODAT-01 - Modat B.V., NL
85.217.140.13    #AS209334  85.217.140.0/24    NL   MODAT-01 - Modat B.V., NL
85.217.140.23    #AS209334  85.217.140.0/24    NL   MODAT-01 - Modat B.V., NL
85.217.140.27    #AS209334  85.217.140.0/24    NL   MODAT-01 - Modat B.V., NL
85.217.140.36    #AS209334  85.217.140.0/24    NL   MODAT-01 - Modat B.V., NL
85.217.140.52    #AS209334  85.217.140.0/24    NL   MODAT-01 - Modat B.V., NL
85.217.149.62    #AS209334  85.217.149.0/24    NL   MODAT-01 - Modat B.V., NL
85.217.149.64    #AS209334  85.217.149.0/24    NL   MODAT-01 - Modat B.V., NL
85.217.149.66    #AS209334  85.217.149.0/24    NL   MODAT-01 - Modat B.V., NL
89.207.71.84     #AS31724   89.207.64.0/21     RU   SVYAZIST-AS - Svyazist LLC, RU
91.34.41.200     #AS3320    91.0.0.0/10        DE   DTAG - Deutsche Telekom AG, DE
91.196.96.114    #AS24812   91.196.96.0/24     UA   ASHOMENET - RPC HomeNet Ltd., UA
91.196.96.172    #AS24812   91.196.96.0/24     UA   ASHOMENET - RPC HomeNet Ltd., UA
91.196.152.29    #AS213412  91.196.152.0/24    FR   ONYPHE - ONYPHE SAS, FR
91.196.152.119   #AS213412  91.196.152.0/24    FR   ONYPHE - ONYPHE SAS, FR
91.225.6.191     #AS24812   91.225.4.0/22      UA   ASHOMENET - RPC HomeNet Ltd., UA
93.123.109.53    #AS48090   93.123.109.0/24    BG   DMZHOST - TECHOFF SRV LIMITED, GB
93.123.109.121   #AS48090   93.123.109.0/24    BG   DMZHOST - TECHOFF SRV LIMITED, GB
94.41.215.156    #AS24955   94.41.212.0/22     RU   UBN-AS - JSC _Ufanet_, RU
94.231.206.4     #AS213412  94.231.206.0/24    FR   ONYPHE - ONYPHE SAS, FR
94.231.206.5     #AS213412  94.231.206.0/24    FR   ONYPHE - ONYPHE SAS, FR
94.231.206.15    #AS213412  94.231.206.0/24    FR   ONYPHE - ONYPHE SAS, FR
94.231.206.134   #AS213412  94.231.206.0/24    FR   ONYPHE - ONYPHE SAS, FR
98.89.204.118    #AS14618   98.88.0.0/13       US   AMAZON-AES - Amazon.com, Inc., US
100.28.191.174   #AS14618   100.24.0.0/13      US   AMAZON-AES - Amazon.com, Inc., US
100.49.117.77    #AS14618   100.48.0.0/12      US   AMAZON-AES - Amazon.com, Inc., US
100.50.17.159    #AS14618   100.48.0.0/12      US   AMAZON-AES - Amazon.com, Inc., US
103.79.247.222   #AS45701   103.79.247.0/24    ID   PIMAM-ID - PT. Internet Madju Abad Milenindo, ID
103.123.175.6    #AS150968  103.123.175.0/24   ID   JARTEL-AS-ID - PT Jaringanku Media Telekomunikasi, ID
106.75.176.89    #AS58466   106.75.176.0/20    CN   CT-Guangzhou-IDC - CHINANET Guangdong province network, CN
109.207.174.234  #AS208951  109.207.174.0/23   NL   AS-ITGLOBALCOM - ITGLOBAL.COM NL B.V., NL
112.151.213.126  #AS17858   112.148.0.0/14     KR   POWERVIS-AS-KR-KR - LG POWERCOMM, KR
115.231.78.10    #AS58461   115.231.78.0/24    CN   CT-HangZhou-IDC - No.288,Fu-chun Road, CN
117.102.70.26    #AS38482   117.102.70.0/24    ID   BIZNET2-AS-ID - Biznet ISP, ID
117.242.191.241  #AS9829    117.242.176.0/20   IN   BSNL-NIB - National Internet Backbone, IN
118.34.65.89     #AS4766    118.32.0.0/13      KR   KIXS-AS-KR-KR - Korea Telecom, KR
119.205.129.172  #AS4766    119.200.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
120.24.223.12    #AS37963   120.24.0.0/16      CN   ALIBABA-CN-NET - Hangzhou Alibaba Advertising Co.,Ltd., CN
120.232.150.70   #AS9808    120.232.150.0/24   CN   CHINAMOBILE-CN - China Mobile Communications Group Co., Ltd., CN
121.11.239.228   #AS135089  121.11.236.0/22    CN   CHINANET-Guangzhou-Southbase-IDC - China Telecom, CN
121.135.132.205  #AS4766    121.128.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
121.187.57.119   #AS4766    121.184.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
125.187.67.131   #AS17858   125.184.0.0/14     KR   POWERVIS-AS-KR-KR - LG POWERCOMM, KR
128.14.237.130   #AS135377  128.14.237.0/24    US   UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
130.12.180.48    #AS202412  130.12.180.0/24    US   OMEGATECH-AS - Omegatech LTD, SC
131.123.42.114   #AS200019  131.123.42.0/24    MD   AlexHost - ALEXHOST SRL, MD
134.199.209.2    #AS14061   134.199.208.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
134.199.211.126  #AS14061   134.199.208.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
135.125.29.129   #AS16276   135.125.0.0/17     FR   OVH - OVH SAS, FR
137.184.107.117  #AS14061   137.184.96.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
138.68.67.252    #AS14061   138.68.64.0/20     US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
138.252.31.30    #AS152648  138.252.31.0/24    BD   SPARKIT-AS-AP - Spark IT, BD
139.59.135.230   #AS14061   139.59.128.0/19    SG   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
141.98.10.205    #AS209605  141.98.10.0/24     LT   hostbaltic - UAB Host Baltic, LT
142.93.204.108   #AS14061   142.93.192.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
146.0.80.51      #AS35362   146.0.80.0/21      UA   BEST - LIMITED LIABILITY COMPANY _BEST SOLUTIONS_, UA
146.190.86.30    #AS14061   146.190.80.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
146.190.153.233  #AS14061   146.190.128.0/19   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
147.182.232.46   #AS14061   147.182.224.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
147.182.241.49   #AS14061   147.182.240.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
147.185.132.60   #AS396982  147.185.132.0/22   US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.138  #AS396982  147.185.132.0/22   US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.147  #AS396982  147.185.132.0/22   US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.156  #AS396982  147.185.132.0/22   US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.204  #AS396982  147.185.132.0/22   US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.213  #AS396982  147.185.132.0/22   US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
147.185.132.234  #AS396982  147.185.132.0/22   US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
150.107.36.82    #AS135377  150.107.36.0/24    HK   UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
151.243.11.8     #AS209630  151.243.11.0/24    AE   KREDIT-AS - LLC VASH KREDIT BANK, UA
151.243.11.232   #AS209630  151.243.11.0/24    AE   KREDIT-AS - LLC VASH KREDIT BANK, UA
151.243.11.236   #AS209630  151.243.11.0/24    AE   KREDIT-AS - LLC VASH KREDIT BANK, UA
152.32.245.170   #AS135377  152.32.245.0/24    HK   UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
152.53.253.12    #AS197540  152.53.252.0/22    AT   netcup-AS - netcup GmbH, DE
156.225.1.99     #AS9465    156.225.1.0/24     SC   AGOTOZPTELTD-AS-AP - AGOTOZ PTE. LTD., SG
157.245.107.158  #AS14061   157.245.96.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
159.203.67.164   #AS14061   159.203.64.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
159.223.173.125  #AS14061   159.223.160.0/19   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
165.232.117.238  #AS14061   165.232.112.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
165.232.182.138  #AS14061   165.232.176.0/20   US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
167.94.145.17    #AS398705  167.94.145.0/24    US   CENSYS-ARIN-02 - Censys, Inc., US
167.94.145.18    #AS398705  167.94.145.0/24    US   CENSYS-ARIN-02 - Censys, Inc., US
167.94.145.21    #AS398705  167.94.145.0/24    US   CENSYS-ARIN-02 - Censys, Inc., US
167.94.145.25    #AS398705  167.94.145.0/24    US   CENSYS-ARIN-02 - Censys, Inc., US
167.94.145.30    #AS398705  167.94.145.0/24    US   CENSYS-ARIN-02 - Censys, Inc., US
167.99.136.131   #AS14061   167.99.128.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
167.172.79.176   #AS14061   167.172.64.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
167.172.89.195   #AS14061   167.172.80.0/20    US   DIGITALOCEAN-ASN - DigitalOcean, LLC, US
172.208.66.105   #AS8075    172.208.0.0/13     GB   MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
172.234.221.84   #AS63949   172.234.192.0/19   US   AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
172.236.111.197  #AS63949   172.236.96.0/19    US   AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
173.255.223.103  #AS63949   173.255.208.0/20   US   AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
175.30.48.134    #AS4134    175.30.0.0/15      CN   CHINANET-BACKBONE - No.31,Jin-rong Street, CN
176.123.5.126    #AS200019  176.123.0.0/21     MD   AlexHost - ALEXHOST SRL, MD
177.72.195.114   #AS262551  177.72.195.0/24    BR   #AS262551 - Farol Telecom, BR
178.20.210.151   #AS210006  178.20.210.0/24    DE   #ASKZ - Shereverov Marat Ahmedovich, KZ
180.4.198.53     #AS4713    180.0.0.0/10       JP   OCN - NTT DOCOMO BUSINESS,Inc., JP
185.68.184.46    #AS41745   185.68.184.0/24    RU   FORTIS-AS - Baykov Ilya Sergeevich, RU
185.76.220.72    #AS41148   185.76.220.0/22    RU   ZOLOTAYALINIA-AS - Zolotaya Linia JSC., RU
185.130.61.154   #AS272696  185.130.61.0/24    HR   AS272696 - HOSTING NOW NET LTDA, BR
185.223.235.19   #AS25369   185.223.235.0/24   GB   BANDWIDTH-AS - Hydra Communications Ltd, GB
189.113.8.254    #AS28209   189.113.8.0/22     BR   #AS28209 - Under Servicos de Internet Ltda, BR
193.3.53.5       #AS211607  193.3.53.0/24      US   RECORDEDFUTURE - Securitytrails, LLC, US
193.46.255.157   #AS47890   193.46.255.0/24    RO   UNMANAGED-DEDICATED-SERVERS - UNMANAGED LTD, GB
193.124.20.228   #AS25369   193.124.20.0/23    GB   BANDWIDTH-AS - Hydra Communications Ltd, GB
193.124.20.236   #AS25369   193.124.20.0/23    GB   BANDWIDTH-AS - Hydra Communications Ltd, GB
193.169.127.6    #AS49561   193.169.126.0/23   UA   HATANET-AS49561 - LLC _VECHIR TELECOM_, UA
193.176.29.21    #AS25369   193.176.28.0/22    GB   BANDWIDTH-AS - Hydra Communications Ltd, GB
194.102.104.178  #AS48753   194.102.104.0/24   RO   AVAHOHST - AVA HOST SRL, MD
194.164.107.4    #AS50219   194.164.107.0/24   US   VT-255-50219 - Valence Technology Co., US
195.33.199.59    #AS34984   195.33.199.0/24    TR   TELLCOM-AS - Superonline Iletisim Hizmetleri A.S., TR
195.182.16.23    #AS206264  195.182.16.0/24    SC   AMARUTU-TECHNOLOGY - Amarutu Technology Ltd, SC
195.206.182.200  #AS25369   195.206.180.0/22   GB   BANDWIDTH-AS - Hydra Communications Ltd, GB
196.250.178.215  #AS328136  196.250.178.0/24   LR   Telecel Liberia Limited - Telecel Liberia Limited, LR
198.235.24.56    #AS396982  198.235.24.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.65    #AS396982  198.235.24.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.91    #AS396982  198.235.24.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.97    #AS396982  198.235.24.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.100   #AS396982  198.235.24.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.113   #AS396982  198.235.24.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.127   #AS396982  198.235.24.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.162   #AS396982  198.235.24.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.163   #AS396982  198.235.24.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.233   #AS396982  198.235.24.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
198.235.24.238   #AS396982  198.235.24.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
199.45.154.185   #AS398722  199.45.154.0/24    US   CENSYS-ARIN-03 - Censys, Inc., US
199.45.154.189   #AS398722  199.45.154.0/24    US   CENSYS-ARIN-03 - Censys, Inc., US
199.45.154.190   #AS398722  199.45.154.0/24    US   CENSYS-ARIN-03 - Censys, Inc., US
199.45.155.87    #AS398722  199.45.155.0/24    US   CENSYS-ARIN-03 - Censys, Inc., US
201.48.108.11    #AS16735   201.48.0.0/17      BR   #AS16735 - ALGAR TELECOM S/A, BR
203.55.131.4     #AS32475   203.55.131.0/24    US   SINGLEHOP-LLC - Internap Holding LLC, US
204.76.203.43    #AS51396   204.76.203.0/24    NL   PFCLOUD - Pfcloud UG (haftungsbeschrankt), DE
205.210.31.6     #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.34    #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.39    #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.47    #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.49    #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.66    #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.83    #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.91    #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.96    #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.108   #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.137   #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.148   #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.167   #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.174   #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.231   #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
205.210.31.255   #AS396982  205.210.31.0/24    US   GOOGLE-CLOUD-PLATFORM - Google LLC, US
207.57.190.17    #AS54801   207.57.190.0/24    US   ZILLION-NETWORK - Zillion Network Inc., US
209.141.51.29    #AS53667   209.141.32.0/19    US   PONYNET - FranTech Solutions, US
213.209.159.26   #AS208137  213.209.159.0/24   DE   FPS12 - Feo Prest SRL, RO
217.71.127.125   #AS198545  217.71.127.0/24    US   FLEXNETWORK-AS - FLEX NETWORK SARL, FR
220.167.232.235  #AS140061  220.167.232.0/23   CN   CHINANET-Qinghai-AS-AP - Qinghai Telecom, CN
221.153.76.221   #AS4766    221.152.0.0/13     KR   KIXS-AS-KR-KR - Korea Telecom, KR
