128.2.204.115    #AS9        128.2.0.0/16         US  CMU-ROUTER - Carnegie Mellon University, US             BrowserAgent
17.241.219.43    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.241.219.77    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.241.219.82    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.241.219.89    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.241.219.90    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.241.219.96    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.241.219.98    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.241.219.128   #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.241.219.169   #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.241.219.182   #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.241.219.185   #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.241.219.188   #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.241.219.214   #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.241.219.215   #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.241.219.250   #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.241.219.251   #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.241.227.6     #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.241.227.27    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.241.227.35    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.241.227.46    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.241.227.65    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.241.227.71    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.241.227.75    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.241.227.93    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.241.227.99    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.241.227.123   #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.241.227.165   #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.241.227.185   #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.241.227.186   #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.241.227.205   #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.241.227.217   #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.241.227.218   #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.241.227.228   #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.241.227.246   #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.15.5      #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.15.9      #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.15.11     #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.15.30     #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.15.47     #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.15.50     #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.15.71     #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.15.109    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.15.134    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.15.143    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.15.147    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.15.153    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.15.166    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.15.193    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.15.200    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.15.213    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.15.218    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.15.247    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.15.250    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.19.9      #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.19.23     #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.19.31     #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.19.44     #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.19.51     #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.19.56     #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.19.60     #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.19.72     #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.19.81     #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.19.100    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.19.106    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.19.112    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.19.151    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.19.172    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.19.182    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.19.197    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.19.199    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.19.218    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.19.225    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.19.226    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.19.238    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.19.249    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.19.254    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.23.15     #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.23.34     #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.23.52     #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.23.89     #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.23.93     #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.23.95     #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.23.124    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.23.125    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.23.147    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.23.154    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.23.155    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.23.175    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.23.176    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.23.181    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.23.191    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
17.246.23.194    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.23.208    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.23.241    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Applebot
17.246.23.250    #AS714      17.128.0.0/9         US  APPLE-ENGINEERING - Apple Inc., US                      Unknown
75.159.130.32    #AS852      75.159.0.0/16        CA  ASN852 - TELUS Communications Inc., CA                  BrowserAgent
88.90.240.27     #AS2119     88.88.0.0/13         NO  TELENOR-NEXTEL - Telenor Norge AS, NO                   MJ12bot
5.81.47.8        #AS2856     5.81.0.0/16          GB  BT-UK-AS - British Telecommunications Limited, GB       Unknown
86.169.216.187   #AS2856     86.128.0.0/10        GB  BT-UK-AS - British Telecommunications Limited, GB       Unknown
5.146.190.146    #AS3209     5.146.0.0/16         DE  VODANET - Vodafone GmbH, DE                             BrowserAgent
92.209.188.18    #AS3209     92.208.0.0/14        DE  VODANET - Vodafone GmbH, DE                             Unknown
81.249.252.233   #AS3215     81.249.128.0/17      FR  AS3215 - Orange S.A., FR                                BrowserAgent
86.227.215.226   #AS3215     86.227.0.0/16        FR  AS3215 - Orange S.A., FR                                BrowserAgent
93.232.114.89    #AS3320     93.192.0.0/10        DE  DTAG - Deutsche Telekom AG, DE                          Unknown
83.37.94.113     #AS3352     83.37.0.0/16         ES  Telefonica_de_EspaNa - TELEFONICA DE ESPANA S.A.U., ES  BrowserAgent
83.60.0.189      #AS3352     83.60.0.0/16         ES  Telefonica_de_EspaNa - TELEFONICA DE ESPANA S.A.U., ES  BrowserAgent
152.201.175.5    #AS3816     152.201.160.0/19     CO  AS3816 - COLOMBIA TELECOMUNICACIONES S.A. ESP BIC, CO   BrowserAgent
191.104.162.172  #AS3816     191.104.160.0/19     CO  AS3816 - COLOMBIA TELECOMUNICACIONES S.A. ESP BIC, CO   BrowserAgent
106.8.136.83     #AS4134     106.8.0.0/16         CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Unknown
106.8.137.137    #AS4134     106.8.0.0/16         CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           YisouSpider
106.8.138.180    #AS4134     106.8.0.0/16         CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           YisouSpider
106.8.138.194    #AS4134     106.8.0.0/16         CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Unknown
106.8.139.125    #AS4134     106.8.0.0/16         CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           YisouSpider
106.8.139.174    #AS4134     106.8.0.0/16         CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Unknown
111.225.148.14   #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.148.17   #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Unknown
111.225.148.55   #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.148.70   #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.148.71   #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.148.103  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.148.118  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.148.136  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Unknown
111.225.148.138  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.148.141  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.148.165  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Unknown
111.225.148.168  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.148.176  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Unknown
111.225.148.191  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Unknown
111.225.148.220  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.148.223  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.148.224  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.148.232  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Unknown
111.225.148.235  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.148.241  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.148.242  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.149.11   #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Unknown
111.225.149.33   #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.149.36   #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.149.41   #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.149.48   #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Unknown
111.225.149.50   #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.149.63   #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Unknown
111.225.149.69   #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.149.88   #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Unknown
111.225.149.96   #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.149.102  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Unknown
111.225.149.103  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.149.152  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Unknown
111.225.149.155  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.149.163  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Unknown
111.225.149.170  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Unknown
111.225.149.183  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Unknown
111.225.149.199  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Unknown
111.225.149.205  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.149.212  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.149.223  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.149.234  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Unknown
111.225.149.237  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Bytespider
111.225.214.131  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           BrowserAgent
111.225.214.134  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           BrowserAgent
111.225.214.136  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           BrowserAgent
111.225.214.148  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Unknown
111.225.214.150  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Unknown
111.225.214.151  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           BrowserAgent
111.225.214.162  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           BrowserAgent
111.225.214.165  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Unknown
111.225.214.169  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           BrowserAgent
111.225.214.170  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           BrowserAgent
111.225.214.173  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           Unknown
111.225.214.181  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           BrowserAgent
111.225.214.184  #AS4134     111.224.0.0/14       CN  CHINANET-BACKBONE - No.31,Jin-rong Street, CN           BrowserAgent
