# Last 14 days where more than 2 ports overlap per host
# Common ports included in list if not already part of top50 ports found:
# 21,22,23,53,80,123,139,161,162,389,443,445,500,1001,3306,3389,4500,5000,5001,5900,8000,8001,8080,8443,10000
#
# PORTS REPORTED ON INCL TOP50 FOUND
# 0,21,22,23,53,68,80,81,82,83,88,123,137,139,161,162,389,443,445,500,1001,1433,1900,2222,2375,3000,3306,3389,4500,5000,5001,5021,5060,5122,5432,5555,5900,6021,6080,6379,7777,8000,8001,8080,8081,8082,8088,8443,8728,8888,9000,9200,9443,10000,17000,27015,27017
#
#
64.62.156.35     #AS6939      3 ports   2375,83,8888              HURRICANE - Hurricane Electric LLC, US
64.62.156.44     #AS6939      3 ports   53,8088,82                HURRICANE - Hurricane Electric LLC, US
64.62.156.50     #AS6939      3 ports   53,7547,8006              HURRICANE - Hurricane Electric LLC, US
64.62.156.53     #AS6939      3 ports   161,443,80                HURRICANE - Hurricane Electric LLC, US
64.62.156.55     #AS6939      3 ports   161,3389,7777             HURRICANE - Hurricane Electric LLC, US
64.62.156.66     #AS6939      3 ports   137,2087,83               HURRICANE - Hurricane Electric LLC, US
64.62.156.67     #AS6939      3 ports   137,8090,9443             HURRICANE - Hurricane Electric LLC, US
64.62.156.70     #AS6939      3 ports   443,53,6379               HURRICANE - Hurricane Electric LLC, US
64.62.156.72     #AS6939      3 ports   389,8001,81               HURRICANE - Hurricane Electric LLC, US
64.62.156.79     #AS6939      3 ports   111,53,8001               HURRICANE - Hurricane Electric LLC, US
64.62.156.90     #AS6939      3 ports   25,8001,9000              HURRICANE - Hurricane Electric LLC, US
64.62.156.94     #AS6939      3 ports   3389,5000,9090            HURRICANE - Hurricane Electric LLC, US
64.62.156.95     #AS6939      3 ports   2087,500,8080             HURRICANE - Hurricane Electric LLC, US
64.62.156.98     #AS6939      3 ports   137,3000,500              HURRICANE - Hurricane Electric LLC, US
64.62.197.100    #AS6939      3 ports   1001,17000,22             HURRICANE - Hurricane Electric LLC, US
64.62.197.105    #AS6939      3 ports   0,17000,1723              HURRICANE - Hurricane Electric LLC, US
64.62.197.110    #AS6939      3 ports   0,80,8080                 HURRICANE - Hurricane Electric LLC, US
64.62.197.118    #AS6939      3 ports   1723,500,7777             HURRICANE - Hurricane Electric LLC, US
64.62.197.124    #AS6939      3 ports   1723,6443,8001            HURRICANE - Hurricane Electric LLC, US
64.62.197.130    #AS6939      3 ports   25,6443,8080              HURRICANE - Hurricane Electric LLC, US
64.62.197.133    #AS6939      3 ports   110,17000,80              HURRICANE - Hurricane Electric LLC, US
64.62.197.14     #AS6939      3 ports   17000,1723,5060           HURRICANE - Hurricane Electric LLC, US
64.62.197.151    #AS6939      3 ports   1080,53,8006              HURRICANE - Hurricane Electric LLC, US
64.62.197.158    #AS6939      3 ports   0,1001,3389               HURRICANE - Hurricane Electric LLC, US
64.62.197.162    #AS6939      3 ports   22,5001,80                HURRICANE - Hurricane Electric LLC, US
64.62.197.183    #AS6939      3 ports   0,17000,8001              HURRICANE - Hurricane Electric LLC, US
64.62.197.18     #AS6939      3 ports   0,143,1900                HURRICANE - Hurricane Electric LLC, US
64.62.197.193    #AS6939      3 ports   1001,17000,1900           HURRICANE - Hurricane Electric LLC, US
64.62.197.194    #AS6939      3 ports   0,1723,80                 HURRICANE - Hurricane Electric LLC, US
64.62.197.199    #AS6939      3 ports   111,80,8006               HURRICANE - Hurricane Electric LLC, US
64.62.197.201    #AS6939      3 ports   10001,3389,8001           HURRICANE - Hurricane Electric LLC, US
64.62.197.202    #AS6939      3 ports   22,500,80                 HURRICANE - Hurricane Electric LLC, US
64.62.197.208    #AS6939      3 ports   1001,3389,500             HURRICANE - Hurricane Electric LLC, US
64.62.197.213    #AS6939      3 ports   7777,8080,9090            HURRICANE - Hurricane Electric LLC, US
64.62.197.215    #AS6939      3 ports   143,5001,80               HURRICANE - Hurricane Electric LLC, US
64.62.197.216    #AS6939      3 ports   143,6443,8006             HURRICANE - Hurricane Electric LLC, US
64.62.197.232    #AS6939      3 ports   110,143,5001              HURRICANE - Hurricane Electric LLC, US
64.62.197.240    #AS6939      3 ports   10001,1900,80             HURRICANE - Hurricane Electric LLC, US
64.62.197.29     #AS6939      3 ports   1001,1900,3389            HURRICANE - Hurricane Electric LLC, US
64.62.197.31     #AS6939      3 ports   10001,500,7777            HURRICANE - Hurricane Electric LLC, US
64.62.197.33     #AS6939      3 ports   110,80,8080               HURRICANE - Hurricane Electric LLC, US
64.62.197.4      #AS6939      3 ports   53,7001,80                HURRICANE - Hurricane Electric LLC, US
64.62.197.60     #AS6939      3 ports   25,5001,80                HURRICANE - Hurricane Electric LLC, US
64.62.197.63     #AS6939      3 ports   143,17000,8080            HURRICANE - Hurricane Electric LLC, US
64.62.197.69     #AS6939      3 ports   0,143,1723                HURRICANE - Hurricane Electric LLC, US
64.62.197.90     #AS6939      3 ports   23,25,500                 HURRICANE - Hurricane Electric LLC, US
64.62.197.98     #AS6939      3 ports   0,22,8080                 HURRICANE - Hurricane Electric LLC, US
64.89.160.111    #AS205759    3 ports   8080,8081,8888            GHOSTYNETWORKS - Ghosty Networks LLC, US
64.89.163.235    #AS401626    3 ports   1080,8080,8081            NETIFACE-TORONTO - Netiface America, Inc., US
64.89.163.50     #AS401626    3 ports   443,80,8080               NETIFACE-TORONTO - Netiface America, Inc., US
65.49.1.110      #AS6939      3 ports   10001,21,8000             HURRICANE - Hurricane Electric LLC, US
65.49.1.112      #AS6939      3 ports   10001,5555,9200           HURRICANE - Hurricane Electric LLC, US
65.49.1.120      #AS6939      3 ports   500,8080,8443             HURRICANE - Hurricane Electric LLC, US
65.49.1.14       #AS6939      3 ports   161,5900,8090             HURRICANE - Hurricane Electric LLC, US
65.49.1.152      #AS6939      3 ports   123,2375,8888             HURRICANE - Hurricane Electric LLC, US
65.49.1.156      #AS6939      3 ports   2087,5555,6379            HURRICANE - Hurricane Electric LLC, US
65.49.1.157      #AS6939      3 ports   2375,5555,8888            HURRICANE - Hurricane Electric LLC, US
65.49.1.187      #AS6939      3 ports   123,445,8090              HURRICANE - Hurricane Electric LLC, US
65.49.1.205      #AS6939      3 ports   10001,500,9000            HURRICANE - Hurricane Electric LLC, US
65.49.1.214      #AS6939      3 ports   5555,7777,82              HURRICANE - Hurricane Electric LLC, US
65.49.1.215      #AS6939      3 ports   8081,8443,9200            HURRICANE - Hurricane Electric LLC, US
65.49.1.235      #AS6939      3 ports   22,25,6080                HURRICANE - Hurricane Electric LLC, US
65.49.1.240      #AS6939      3 ports   389,5555,82               HURRICANE - Hurricane Electric LLC, US
65.49.1.24       #AS6939      3 ports   3389,5060,8090            HURRICANE - Hurricane Electric LLC, US
65.49.1.25       #AS6939      3 ports   137,5000,83               HURRICANE - Hurricane Electric LLC, US
65.49.1.39       #AS6939      3 ports   10001,111,500             HURRICANE - Hurricane Electric LLC, US
65.49.1.48       #AS6939      3 ports   7547,8006,9090            HURRICANE - Hurricane Electric LLC, US
65.49.1.52       #AS6939      3 ports   3306,389,9200             HURRICANE - Hurricane Electric LLC, US
65.49.1.62       #AS6939      3 ports   1080,27017,6080           HURRICANE - Hurricane Electric LLC, US
65.49.1.77       #AS6939      3 ports   2087,5001,5555            HURRICANE - Hurricane Electric LLC, US
65.49.1.79       #AS6939      3 ports   161,6080,8006             HURRICANE - Hurricane Electric LLC, US
65.49.20.102     #AS6939      3 ports   10000,22,9000             HURRICANE - Hurricane Electric LLC, US
65.49.20.110     #AS6939      3 ports   3000,5000,8080            HURRICANE - Hurricane Electric LLC, US
65.49.20.120     #AS6939      3 ports   8000,8081,9200            HURRICANE - Hurricane Electric LLC, US
65.49.20.88      #AS6939      3 ports   123,8080,88               HURRICANE - Hurricane Electric LLC, US
65.49.20.89      #AS6939      3 ports   10000,500,9000            HURRICANE - Hurricane Electric LLC, US
65.49.20.90      #AS6939      3 ports   10001,3000,8081           HURRICANE - Hurricane Electric LLC, US
65.49.20.92      #AS6939      3 ports   22,23,8888                HURRICANE - Hurricane Electric LLC, US
66.132.172.128   #AS398324    3 ports   54322,6021,9443           CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.129   #AS398324    3 ports   443,53,54322              CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.130   #AS398324    3 ports   22,54443,6021             CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.131   #AS398324    3 ports   5021,54443,6021           CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.135   #AS398324    3 ports   80,8083,9443              CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.138   #AS398324    3 ports   54322,554,9443            CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.139   #AS398324    3 ports   500,5021,6080             CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.143   #AS398324    3 ports   54443,6080,80             CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.187   #AS398324    3 ports   5021,6080,8083            CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.188   #AS398324    3 ports   123,5021,80               CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.189   #AS398324    3 ports   123,54322,54443           CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.192   #AS398324    3 ports   111,54322,6080            CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.194   #AS398324    3 ports   5021,6021,80              CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.196   #AS398324    3 ports   111,54322,9443            CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.197   #AS398324    3 ports   5021,6021,9443            CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.205   #AS398324    3 ports   123,161,5021              CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.215   #AS398324    3 ports   443,54322,6021            CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.218   #AS398324    3 ports   123,5021,6080             CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.222   #AS398324    3 ports   443,54443,80              CENSYS-ARIN-01 - Censys, Inc., US
66.132.172.97    #AS398324    3 ports   443,500,53                CENSYS-ARIN-01 - Censys, Inc., US
66.132.186.182   #AS398324    3 ports   123,54322,9443            CENSYS-ARIN-01 - Censys, Inc., US
66.132.186.196   #AS398324    3 ports   5021,6021,9443            CENSYS-ARIN-01 - Censys, Inc., US
66.132.186.207   #AS398324    3 ports   3000,3389,8443            CENSYS-ARIN-01 - Censys, Inc., US
66.132.186.210   #AS398324    3 ports   1080,554,8088             CENSYS-ARIN-01 - Censys, Inc., US
66.132.186.215   #AS398324    3 ports   10000,10001,8082          CENSYS-ARIN-01 - Censys, Inc., US
66.132.186.218   #AS398324    3 ports   389,554,82                CENSYS-ARIN-01 - Censys, Inc., US
66.132.186.253   #AS398324    3 ports   21,8008,9200              CENSYS-ARIN-01 - Censys, Inc., US
66.132.195.103   #AS398324    3 ports   5021,6021,6080            CENSYS-ARIN-01 - Censys, Inc., US
66.132.195.113   #AS398324    3 ports   443,54443,6021            CENSYS-ARIN-01 - Censys, Inc., US
66.132.195.121   #AS398324    3 ports   23,54443,8080             CENSYS-ARIN-01 - Censys, Inc., US
66.132.195.122   #AS398324    3 ports   111,443,8443              CENSYS-ARIN-01 - Censys, Inc., US
66.132.195.123   #AS398324    3 ports   123,22,54322              CENSYS-ARIN-01 - Censys, Inc., US
66.132.195.124   #AS398324    3 ports   5900,80,9443              CENSYS-ARIN-01 - Censys, Inc., US
66.132.195.31    #AS398324    3 ports   54322,54443,8081          CENSYS-ARIN-01 - Censys, Inc., US
66.132.195.47    #AS398324    3 ports   500,54443,6080            CENSYS-ARIN-01 - Censys, Inc., US
66.132.195.55    #AS398324    3 ports   123,54443,6080            CENSYS-ARIN-01 - Censys, Inc., US
66.132.195.56    #AS398324    3 ports   54322,6021,80             CENSYS-ARIN-01 - Censys, Inc., US
66.132.195.70    #AS398324    3 ports   5021,6021,9443            CENSYS-ARIN-01 - Censys, Inc., US
66.132.195.84    #AS398324    3 ports   5021,6021,6080            CENSYS-ARIN-01 - Censys, Inc., US
66.132.195.94    #AS398324    3 ports   111,53,6080               CENSYS-ARIN-01 - Censys, Inc., US
66.132.195.95    #AS398324    3 ports   111,6021,6080             CENSYS-ARIN-01 - Censys, Inc., US
66.132.224.15    #AS398324    3 ports   389,5060,80               CENSYS-ARIN-01 - Censys, Inc., US
66.132.224.18    #AS398324    3 ports   6379,7547,8090            CENSYS-ARIN-01 - Censys, Inc., US
66.132.224.25    #AS398324    3 ports   10000,2375,500            CENSYS-ARIN-01 - Censys, Inc., US
66.228.40.98     #AS63949     3 ports   137,2375,443              AKAMAI-LINODE-AP - Akamai Connected Cloud, SG
68.169.41.107    #AS13213     3 ports   443,80,8443               UK2NET-AS - THG HOSTING LIMITED, GB
68.183.77.51     #AS14061     3 ports   1900,8000,8082            DIGITALOCEAN-ASN - DigitalOcean, LLC, US
69.5.169.100     #AS25369     3 ports   2222,500,8888             BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.105     #AS25369     3 ports   554,8000,81               BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.112     #AS25369     3 ports   123,27015,88              BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.120     #AS25369     3 ports   22,443,53                 BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.122     #AS25369     3 ports   143,80,8080               BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.125     #AS25369     3 ports   110,445,5001              BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.134     #AS25369     3 ports   143,443,554               BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.141     #AS25369     3 ports   10000,21,4500             BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.155     #AS25369     3 ports   137,5001,8090             BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.172     #AS25369     3 ports   25565,27017,5060          BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.175     #AS25369     3 ports   1080,2222,8888            BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.177     #AS25369     3 ports   161,3306,9000             BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.190     #AS25369     3 ports   161,6379,7777             BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.208     #AS25369     3 ports   139,27017,500             BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.216     #AS25369     3 ports   53,8088,8888              BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.222     #AS25369     3 ports   143,1900,8082             BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.234     #AS25369     3 ports   3306,80,8081              BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.241     #AS25369     3 ports   5000,6021,7777            BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.242     #AS25369     3 ports   143,8000,8080             BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.251     #AS25369     3 ports   1080,3000,8081            BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.28      #AS25369     3 ports   123,5432,80               BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.56      #AS25369     3 ports   143,53,554                BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.79      #AS25369     3 ports   161,25,5900               BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.92      #AS25369     3 ports   3000,88,8888              BANDWIDTH-AS - Hydra Communications Ltd, GB
69.5.169.99      #AS25369     3 ports   21,443,6379               BANDWIDTH-AS - Hydra Communications Ltd, GB
71.6.232.29      #AS10439     3 ports   22,3306,53                CARINET - CariNet, Inc., US
74.249.128.217   #AS8075      3 ports   8443,8888,9200            MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
74.82.47.44      #AS6939      3 ports   5432,7547,8001            HURRICANE - Hurricane Electric LLC, US
77.90.185.10     #AS213790    3 ports   3306,443,80               LimitedNetwork-AS - Limited Network LTD, GB
77.90.185.78     #AS213790    3 ports   3306,443,80               LimitedNetwork-AS - Limited Network LTD, GB
79.124.49.226    #AS50360     3 ports   7001,7777,8008            TAMATIYA-AS - Tamatiya EOOD, BG
79.124.49.70     #AS50360     3 ports   443,8443,9443             TAMATIYA-AS - Tamatiya EOOD, BG
79.124.56.138    #AS50360     3 ports   2375,7547,9443            TAMATIYA-AS - Tamatiya EOOD, BG
80.78.19.143     #AS39287     3 ports   27017,7547,8888           materialism - Materialism s.r.l., RO
80.82.77.139     #AS202425    3 ports   3389,5555,8888            INT-NETWORK - IP Volume inc, SC
80.87.206.19     #AS16276     3 ports   443,80,8443               OVH - OVH SAS, FR
80.94.95.217     #AS204428    3 ports   443,80,8080               SS-Net - SS-Net, BG
8.216.7.102      #AS45102     3 ports   143,21,8008               ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN
84.32.48.99      #AS204770    3 ports   443,8443,9443             CHERRYSERVERS3-AS - UAB _Cherry Servers_, LT
84.71.158.128    #AS5378      3 ports   22,2222,80                unspecified - Vodafone Limited, GB
85.11.167.11     #AS209630    3 ports   5432,54322,6379           KREDIT-AS - LLC VASH KREDIT BANK, UA
85.11.167.154    #AS197170    3 ports   22,5122,80                TECHTIES-AS - TechTies Inc., SC
85.11.167.201    #AS209630    3 ports   23,5555,8080              KREDIT-AS - LLC VASH KREDIT BANK, UA
85.11.167.203    #AS197170    3 ports   443,80,8080               TECHTIES-AS - TechTies Inc., SC
85.217.140.32    #AS209334    3 ports   2222,8080,9443            MODAT-01 - Modat B.V., NL
85.217.140.4     #AS209334    3 ports   500,5060,9200             MODAT-01 - Modat B.V., NL
85.217.140.8     #AS209334    3 ports   8088,88,9000              MODAT-01 - Modat B.V., NL
85.217.149.56    #AS209334    3 ports   110,389,9000              MODAT-01 - Modat B.V., NL
85.217.149.64    #AS209334    3 ports   137,1433,5001             MODAT-01 - Modat B.V., NL
86.54.31.38      #AS12989     3 ports   3389,5432,81              BlackHOST - Black HOST Ltd, CA
89.248.163.200   #AS202425    3 ports   7001,8181,9090            INT-NETWORK - IP Volume inc, SC
89.248.172.9     #AS202425    3 ports   2375,3306,9200            INT-NETWORK - IP Volume inc, SC
91.191.209.198   #AS57509     3 ports   3389,443,8443             LL-Investment-Ltd - L&L Investment Ltd., BG
91.196.152.108   #AS213412    3 ports   139,5000,554              ONYPHE - ONYPHE SAS, FR
91.196.152.109   #AS213412    3 ports   10001,139,8083            ONYPHE - ONYPHE SAS, FR
91.196.152.116   #AS213412    3 ports   22,23,445                 ONYPHE - ONYPHE SAS, FR
91.196.152.117   #AS213412    3 ports   143,22,23                 ONYPHE - ONYPHE SAS, FR
91.196.152.118   #AS213412    3 ports   25,7777,8000              ONYPHE - ONYPHE SAS, FR
91.196.152.17    #AS213412    3 ports   2087,80,9000              ONYPHE - ONYPHE SAS, FR
91.196.152.22    #AS213412    3 ports   5000,554,8090             ONYPHE - ONYPHE SAS, FR
91.196.152.92    #AS213412    3 ports   2222,3000,3306            ONYPHE - ONYPHE SAS, FR
91.196.152.94    #AS213412    3 ports   3306,3389,8080            ONYPHE - ONYPHE SAS, FR
91.196.152.95    #AS213412    3 ports   3000,3306,3389            ONYPHE - ONYPHE SAS, FR
91.230.168.112   #AS213412    3 ports   10001,1900,389            ONYPHE - ONYPHE SAS, FR
91.230.168.66    #AS213412    3 ports   137,1433,161              ONYPHE - ONYPHE SAS, FR
91.231.89.160    #AS213412    3 ports   10001,1900,389            ONYPHE - ONYPHE SAS, FR
92.118.39.57     #AS47890     3 ports   5000,8080,8443            UNMANAGED-DEDICATED-SERVERS - UNMANAGED LTD, GB
93.123.109.29    #AS48090     3 ports   1080,25565,8006           DMZHOST - TECHOFF SRV LIMITED, GB
94.154.43.114    #AS219502    3 ports   22,3000,8080              STORMCLOUD-AS - Storm Industries LLC, US
94.154.43.118    #AS219502    3 ports   443,80,8080               STORMCLOUD-AS - Storm Industries LLC, US
94.154.43.12     #AS219502    3 ports   3000,8080,8888            STORMCLOUD-AS - Storm Industries LLC, US
94.154.43.140    #AS219502    3 ports   23,80,8080                STORMCLOUD-AS - Storm Industries LLC, US
94.154.43.254    #AS219502    3 ports   22,80,8080                STORMCLOUD-AS - Storm Industries LLC, US
94.154.43.31     #AS219502    3 ports   17000,23,3000             STORMCLOUD-AS - Storm Industries LLC, US
94.154.43.66     #AS219502    3 ports   22,5555,8080              STORMCLOUD-AS - Storm Industries LLC, US
94.154.43.90     #AS219502    3 ports   80,8080,8443              STORMCLOUD-AS - Storm Industries LLC, US
94.159.116.131   #AS216334    3 ports   8000,8082,8083            landvps-as - New Hosting Technologies LLC, RU
94.231.206.13    #AS213412    3 ports   110,2222,25               ONYPHE - ONYPHE SAS, FR
94.231.206.15    #AS213412    3 ports   25,3306,443               ONYPHE - ONYPHE SAS, FR
94.231.206.1     #AS213412    3 ports   554,7777,9443             ONYPHE - ONYPHE SAS, FR
94.231.206.253   #AS213412    3 ports   554,7777,8000             ONYPHE - ONYPHE SAS, FR
94.231.206.6     #AS213412    3 ports   3306,53,5432              ONYPHE - ONYPHE SAS, FR
94.231.206.7     #AS213412    3 ports   25,3306,443               ONYPHE - ONYPHE SAS, FR
94.26.106.103    #AS215607    3 ports   22,5122,80                DF-Transit - dataforest GmbH, DE
94.26.106.19     #AS215607    3 ports   22,5122,8080              DF-Transit - dataforest GmbH, DE
94.26.106.27     #AS215607    3 ports   22,5122,8000              DF-Transit - dataforest GmbH, DE
94.26.88.19      #AS201814    3 ports   443,80,8080               Mevspace - MEVSPACE sp. z o.o., PL
98.70.52.248     #AS8075      3 ports   8088,8443,8888            MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
100.29.192.100   #AS14618     2 ports   161,443                   AMAZON-AES - Amazon.com, Inc., US
100.29.192.103   #AS14618     2 ports   2375,53                   AMAZON-AES - Amazon.com, Inc., US
100.29.192.107   #AS14618     2 ports   1900,6379                 AMAZON-AES - Amazon.com, Inc., US
100.29.192.108   #AS14618     2 ports   53,6379                   AMAZON-AES - Amazon.com, Inc., US
100.29.192.116   #AS14618     2 ports   23,25                     AMAZON-AES - Amazon.com, Inc., US
100.29.192.119   #AS14618     2 ports   8081,9090                 AMAZON-AES - Amazon.com, Inc., US
100.29.192.120   #AS14618     2 ports   137,139                   AMAZON-AES - Amazon.com, Inc., US
100.29.192.123   #AS14618     2 ports   8000,8443                 AMAZON-AES - Amazon.com, Inc., US
100.29.192.13    #AS14618     2 ports   110,9443                  AMAZON-AES - Amazon.com, Inc., US
100.29.192.14    #AS14618     2 ports   1900,443                  AMAZON-AES - Amazon.com, Inc., US
100.29.192.18    #AS14618     2 ports   123,1900                  AMAZON-AES - Amazon.com, Inc., US
100.29.192.2     #AS14618     2 ports   5555,83                   AMAZON-AES - Amazon.com, Inc., US
100.29.192.36    #AS14618     2 ports   53,8181                   AMAZON-AES - Amazon.com, Inc., US
100.29.192.57    #AS14618     2 ports   22,8181                   AMAZON-AES - Amazon.com, Inc., US
100.29.192.6     #AS14618     2 ports   5060,8888                 AMAZON-AES - Amazon.com, Inc., US
100.29.192.75    #AS14618     2 ports   137,389                   AMAZON-AES - Amazon.com, Inc., US
100.29.192.77    #AS14618     2 ports   7001,7547                 AMAZON-AES - Amazon.com, Inc., US
100.29.192.82    #AS14618     2 ports   143,9443                  AMAZON-AES - Amazon.com, Inc., US
100.29.192.89    #AS14618     2 ports   8008,88                   AMAZON-AES - Amazon.com, Inc., US
100.29.192.95    #AS14618     2 ports   5000,5001                 AMAZON-AES - Amazon.com, Inc., US
100.29.192.96    #AS14618     2 ports   137,7001                  AMAZON-AES - Amazon.com, Inc., US
100.54.143.192   #AS14618     2 ports   3389,443                  AMAZON-AES - Amazon.com, Inc., US
100.55.1.14      #AS14618     2 ports   22,443                    AMAZON-AES - Amazon.com, Inc., US
100.58.171.235   #AS14618     2 ports   21,9200                   AMAZON-AES - Amazon.com, Inc., US
100.59.196.196   #AS14618     2 ports   443,9200                  AMAZON-AES - Amazon.com, Inc., US
101.206.108.14   #AS4837      2 ports   2375,6379                 CHINA169-Backbone - CHINA UNICOM China169 Backbone, CN
101.36.105.50    #AS135377    2 ports   2222,25                   UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
101.36.121.22    #AS135377    2 ports   3306,8088                 UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
101.47.15.119    #AS150436    2 ports   2222,443                  BYTEPLUS-AS-AP - Byteplus Pte. Ltd., SG
102.220.160.26   #AS197769    2 ports   22,5122                   VPSDEDICATED-AS - VPS Dedicated LLC, US
102.220.160.29   #AS197769    2 ports   22,5122                   VPSDEDICATED-AS - VPS Dedicated LLC, US
102.220.160.41   #AS197769    2 ports   22,5122                   VPSDEDICATED-AS - VPS Dedicated LLC, US
102.220.160.42   #AS197769    2 ports   22,5122                   VPSDEDICATED-AS - VPS Dedicated LLC, US
102.220.160.67   #AS197769    2 ports   22,5122                   VPSDEDICATED-AS - VPS Dedicated LLC, US
103.111.205.10   #AS4787      2 ports   0,27015                   ASN-CBN - PT Cyberindo Aditama, ID
103.120.179.153  #AS141004    2 ports   1433,445                  QTIME-AS-AP - QTIME BUSINESSES PRIVATE LIMITED, IN
103.140.35.140   #AS58369     2 ports   1433,445                  FIBERNET-AS-ID - PT. Fiber Networks Indonesia, ID
103.200.22.216   #AS135905    2 ports   8000,8082                 VNPT-AS-VN - VIETNAM POSTS AND TELECOMMUNICATIONS GROUP, VN
103.214.5.133    #AS207083    2 ports   8081,8083                 HostSlim-Global-Network - HOSTSLIM OU, EE
103.215.74.221   #AS150303    2 ports   8000,8080                 SOLORDP-AS-AP - SoloRDP, IN
103.31.82.141    #AS9260      2 ports   1433,445                  MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK
103.63.101.24    #AS150273    2 ports   22,443                    IDNIC-BMI-AS-ID - PT Berkah Maju Interasional, ID
103.75.68.135    #AS62390     2 ports   8000,8082                 NEXONHOST - NexonHost Srl, RO
104.130.6.74     #AS27357     2 ports   443,80                    RACKSPACE - Rackspace Hosting, US
104.155.113.131  #AS396982    2 ports   389,445                   GOOGLE-CLOUD-PLATFORM - Google LLC, US
104.199.49.6     #AS396982    2 ports   27017,5432                GOOGLE-CLOUD-PLATFORM - Google LLC, US
104.209.7.32     #AS8075      2 ports   443,80                    MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
104.236.83.40    #AS14061     2 ports   2222,2375                 DIGITALOCEAN-ASN - DigitalOcean, LLC, US
104.244.78.33    #AS53667     2 ports   443,80                    PONYNET - FranTech Solutions, US
104.244.79.113   #AS53667     2 ports   8080,8888                 PONYNET - FranTech Solutions, US
104.251.180.164  #AS402253    2 ports   5900,6080                 SKN-NETWORK-1 - SKN Subnet & Telecom Ltd, KN
105.30.51.18     #AS37100     2 ports   1433,445                  SEACOM Limited - SEACOM Limited, MU
106.12.170.135   #AS38365     2 ports   22,443                    Baidu - Beijing Baidu Netcom Science and Technology Co., Ltd., CN
106.75.179.113   #AS58466     2 ports   5432,8728                 CT-Guangzhou-IDC - CHINANET Guangdong province network, CN
106.75.181.41    #AS58466     2 ports   5060,5432                 CT-Guangzhou-IDC - CHINANET Guangdong province network, CN
106.75.187.157   #AS58466     2 ports   6443,7001                 CT-Guangzhou-IDC - CHINANET Guangdong province network, CN
107.150.117.121  #AS135377    2 ports   443,6379                  UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
107.150.117.127  #AS135377    2 ports   443,80                    UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK
107.170.53.181   #AS14061     2 ports   443,80                    DIGITALOCEAN-ASN - DigitalOcean, LLC, US
