212.110.32.0/19 #AS12779 ITGATE, IT
213.212.128.0/18 #AS12779 ITGATE, IT
213.254.0.0/19 #AS12779 ITGATE, IT
62.85.192.0/19 #AS12797 ASN-ATLANET, IT
62.123.0.0/16 #AS12797 ASN-ATLANET, IT
193.42.2.0/23 #AS12797 ASN-ATLANET, IT
213.199.0.0/19 #AS12797 ASN-ATLANET, IT
213.234.128.0/18 #AS12797 ASN-ATLANET, IT
46.226.200.0/21 #AS12835 TRENTINODIGITALE-AS, IT
77.72.192.0/21 #AS12835 TRENTINODIGITALE-AS, IT
109.205.104.0/21 #AS12835 TRENTINODIGITALE-AS, IT
185.38.252.0/22 #AS12835 TRENTINODIGITALE-AS, IT
193.43.34.0/24 #AS12835 TRENTINODIGITALE-AS, IT
194.105.48.0/21 #AS12835 TRENTINODIGITALE-AS, IT
37.139.88.0/21 #AS12850 ASN-ENTER, IT
80.247.64.0/20 #AS12850 ASN-ENTER, IT
87.248.32.0/19 #AS12850 ASN-ENTER, IT
178.239.176.0/20 #AS12850 ASN-ENTER, IT
185.21.172.0/22 #AS12850 ASN-ENTER, IT
185.48.32.0/22 #AS12850 ASN-ENTER, IT
212.29.128.0/19 #AS12850 ASN-ENTER, IT
212.91.64.0/19 #AS12850 ASN-ENTER, IT
2.16.17.0/24 #AS12874 FASTWEB, IT
2.19.179.0/24 #AS12874 FASTWEB, IT
2.224.0.0/12 #AS12874 FASTWEB, IT
5.1.44.0/24 #AS12874 FASTWEB, IT
5.152.240.0/21 #AS12874 FASTWEB, IT
23.61.204.0/24 #AS12874 FASTWEB, IT
31.131.240.0/21 #AS12874 FASTWEB, IT
37.99.240.0/24 #AS12874 FASTWEB, IT
37.153.135.0/24 #AS12874 FASTWEB, IT
37.186.192.0/18 #AS12874 FASTWEB, IT
45.82.228.0/22 #AS12874 FASTWEB, IT
45.90.124.0/24 #AS12874 FASTWEB, IT
62.101.64.0/18 #AS12874 FASTWEB, IT
62.177.0.0/20 #AS12874 FASTWEB, IT
62.182.103.0/24 #AS12874 FASTWEB, IT
64.126.250.0/24 #AS12874 FASTWEB, IT
80.67.66.0/24 #AS12874 FASTWEB, IT
81.208.0.0/17 #AS12874 FASTWEB, IT
83.103.0.0/17 #AS12874 FASTWEB, IT
84.53.184.0/24 #AS12874 FASTWEB, IT
85.18.0.0/16 #AS12874 FASTWEB, IT
85.118.144.0/23 #AS12874 FASTWEB, IT
89.39.200.0/24 #AS12874 FASTWEB, IT
89.43.192.0/24 #AS12874 FASTWEB, IT
89.96.0.0/15 #AS12874 FASTWEB, IT
91.225.244.0/22 #AS12874 FASTWEB, IT
92.223.128.0/17 #AS12874 FASTWEB, IT
92.242.172.0/22 #AS12874 FASTWEB, IT
93.32.0.0/11 #AS12874 FASTWEB, IT
151.0.128.0/17 #AS12874 FASTWEB, IT
158.255.240.0/21 #AS12874 FASTWEB, IT
176.122.196.0/23 #AS12874 FASTWEB, IT
176.122.198.0/24 #AS12874 FASTWEB, IT
185.7.112.0/22 #AS12874 FASTWEB, IT
185.22.84.0/23 #AS12874 FASTWEB, IT
185.27.72.0/23 #AS12874 FASTWEB, IT
185.36.72.0/22 #AS12874 FASTWEB, IT
185.43.19.0/24 #AS12874 FASTWEB, IT
185.69.188.0/22 #AS12874 FASTWEB, IT
185.139.48.0/23 #AS12874 FASTWEB, IT
185.146.134.0/24 #AS12874 FASTWEB, IT
185.162.179.0/24 #AS12874 FASTWEB, IT
185.169.184.0/22 #AS12874 FASTWEB, IT
185.190.214.0/23 #AS12874 FASTWEB, IT
185.219.180.0/22 #AS12874 FASTWEB, IT
185.219.232.0/24 #AS12874 FASTWEB, IT
185.219.234.0/24 #AS12874 FASTWEB, IT
185.223.153.0/24 #AS12874 FASTWEB, IT
193.3.50.0/24 #AS12874 FASTWEB, IT
193.27.28.0/22 #AS12874 FASTWEB, IT
193.35.4.0/22 #AS12874 FASTWEB, IT
193.42.234.0/24 #AS12874 FASTWEB, IT
193.42.238.0/24 #AS12874 FASTWEB, IT
193.43.16.0/23 #AS12874 FASTWEB, IT
193.169.20.0/24 #AS12874 FASTWEB, IT
193.193.0.0/19 #AS12874 FASTWEB, IT
194.5.146.0/24 #AS12874 FASTWEB, IT
194.59.208.0/22 #AS12874 FASTWEB, IT
194.63.146.0/24 #AS12874 FASTWEB, IT
194.99.35.0/24 #AS12874 FASTWEB, IT
213.140.0.0/19 #AS12874 FASTWEB, IT
213.156.32.0/19 #AS12874 FASTWEB, IT
188.65.0.0/21 #AS12906 DELTATRE-AS, IT
194.105.61.0/24 #AS12922 CEDACRI-SPA, IT
185.91.56.0/22 #AS12954 SIA Milan, IT
193.203.228.0/22 #AS12954 SIA Milan, IT
195.160.208.0/24 #AS12954 SIA Milan, IT
81.26.192.0/22 #AS13018 Di Siena, IT
195.7.16.0/22 #AS13018 Di Siena, IT
194.153.131.0/24 #AS13060 ASN-BASICNET L.go Maurizio Vitale, 1, IT
62.100.82.0/24 #AS13097 AXERA-ASN13097 Axera S.P.A., IT
89.189.55.0/24 #AS13097 AXERA-ASN13097 Axera S.P.A., IT
185.208.138.0/24 #AS13097 AXERA-ASN13097 Axera S.P.A., IT
5.172.208.0/21 #AS13113 ISILINE-AS Via Marconi, 2, IT
5.198.224.0/20 #AS13113 ISILINE-AS Via Marconi, 2, IT
37.60.32.0/21 #AS13113 ISILINE-AS Via Marconi, 2, IT
45.82.112.0/22 #AS13113 ISILINE-AS Via Marconi, 2, IT
87.253.96.0/19 #AS13113 ISILINE-AS Via Marconi, 2, IT
93.88.112.0/20 #AS13113 ISILINE-AS Via Marconi, 2, IT
109.75.112.0/20 #AS13113 ISILINE-AS Via Marconi, 2, IT
185.3.252.0/22 #AS13113 ISILINE-AS Via Marconi, 2, IT
185.145.84.0/22 #AS13113 ISILINE-AS Via Marconi, 2, IT
213.144.64.0/19 #AS13113 ISILINE-AS Via Marconi, 2, IT
193.27.202.0/24 #AS13160 EMMELIBRI-AS, IT
193.43.4.0/22 #AS13180 CEDACRI-SPA Via Conventino, 1, IT
193.148.38.0/23 #AS13180 CEDACRI-SPA Via Conventino, 1, IT
217.11.0.0/20 #AS13180 CEDACRI-SPA Via Conventino, 1, IT
213.152.192.0/19 #AS13182 ASN-ADHOC-NETWORK Rimini, Italy, IT
62.221.168.0/21 #AS13183 ISP-AS, IT
62.221.176.0/21 #AS13183 ISP-AS, IT
62.128.64.0/24 #AS13253 ISP-ASN4, IT
62.221.160.0/21 #AS13253 ISP-ASN4, IT
193.227.212.0/22 #AS13253 ISP-ASN4, IT
194.29.204.0/24 #AS13253 ISP-ASN4, IT
193.42.160.0/19 #AS13254 MONDADORI-AS, IT
193.42.192.0/20 #AS13254 MONDADORI-AS, IT
193.42.208.0/23 #AS13254 MONDADORI-AS, IT
62.48.32.0/19 #AS13284 BRT-AS ITALY, IT
91.102.48.0/21 #AS13284 BRT-AS ITALY, IT
178.237.0.0/20 #AS13284 BRT-AS ITALY, IT
192.175.48.1/32 #AS15469 AS-GS-3 formerly Warinet NOC - Zurich - Switzerland, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
62.100.64.0/21 #AS15472 ASN-NEWSOFT TERRALINK - Internet Tecnology Company, IT
62.100.72.0/23 #AS15472 ASN-NEWSOFT TERRALINK - Internet Tecnology Company, IT
62.100.85.0/24 #AS15472 ASN-NEWSOFT TERRALINK - Internet Tecnology Company, IT
62.100.88.0/23 #AS15472 ASN-NEWSOFT TERRALINK - Internet Tecnology Company, IT
62.100.91.0/24 #AS15472 ASN-NEWSOFT TERRALINK - Internet Tecnology Company, IT
62.100.92.0/22 #AS15472 ASN-NEWSOFT TERRALINK - Internet Tecnology Company, IT
185.193.188.0/22 #AS15472 ASN-NEWSOFT TERRALINK - Internet Tecnology Company, IT
162.25.68.0/23 #AS15515 UNICREDIT-AS-VR-IT Via Alessandro Specchi 16, IT
194.149.232.0/23 #AS15515 UNICREDIT-AS-VR-IT Via Alessandro Specchi 16, IT
213.134.64.0/20 #AS15515 UNICREDIT-AS-VR-IT Via Alessandro Specchi 16, IT
62.97.0.0/19 #AS15529 SGS-BP-AS, IT
193.227.64.0/21 #AS15553 CERVED-AS, IT
193.227.72.0/22 #AS15553 CERVED-AS, IT
193.227.78.0/24 #AS15553 CERVED-AS, IT
62.101.0.0/20 #AS15584 SIAG SIAG Autonomous System, IT
81.200.130.0/23 #AS15589 ASN-CLOUDITALIA, IT
81.200.132.0/22 #AS15589 ASN-CLOUDITALIA, IT
81.200.136.0/22 #AS15589 ASN-CLOUDITALIA, IT
185.152.148.0/22 #AS15589 ASN-CLOUDITALIA, IT
185.210.172.0/22 #AS15589 ASN-CLOUDITALIA, IT
193.0.157.0/24 #AS15589 ASN-CLOUDITALIA, IT
2.58.128.0/22 #AS15605 CONNESI Connesi S.p.A., IT
5.154.192.0/19 #AS15605 CONNESI Connesi S.p.A., IT
5.154.237.0/24 #AS15605 CONNESI Connesi S.p.A., IT
5.181.68.0/22 #AS15605 CONNESI Connesi S.p.A., IT
37.77.96.0/22 #AS15605 CONNESI Connesi S.p.A., IT
37.77.100.0/23 #AS15605 CONNESI Connesi S.p.A., IT
37.77.102.0/24 #AS15605 CONNESI Connesi S.p.A., IT
46.30.168.0/21 #AS15605 CONNESI Connesi S.p.A., IT
91.151.86.0/23 #AS15605 CONNESI Connesi S.p.A., IT
109.73.80.0/20 #AS15605 CONNESI Connesi S.p.A., IT
185.5.244.0/22 #AS15605 CONNESI Connesi S.p.A., IT
185.37.180.0/22 #AS15605 CONNESI Connesi S.p.A., IT
195.35.99.0/24 #AS15660 FINDOMESTIC-AS Via Jacopo da Diacceto, 48, IT
185.203.76.0/22 #AS15663 UMBRIA_NET, IT
212.39.0.0/19 #AS15663 UMBRIA_NET, IT
185.53.68.0/22 #AS15691 LEONET-AS-, IT
185.127.164.0/22 #AS15691 LEONET-AS-, IT
185.175.124.0/22 #AS15691 LEONET-AS-, IT
212.19.96.0/19 #AS15691 LEONET-AS-, IT
212.77.64.0/19 #AS15691 LEONET-AS-, IT
62.241.2.0/23 #AS15720 Viale Europa, 175, IT
62.241.4.0/22 #AS15720 Viale Europa, 175, IT
62.241.8.0/21 #AS15720 Viale Europa, 175, IT
62.241.16.0/22 #AS15720 Viale Europa, 175, IT
62.241.20.0/23 #AS15720 Viale Europa, 175, IT
195.246.220.0/22 #AS15746 ASN-MERCURIO72, IT
193.97.229.0/24 #AS15779 SYSKOPLAN Syskoplan Autonomous System, IT
194.15.210.0/23 #AS15779 SYSKOPLAN Syskoplan Autonomous System, IT
194.153.100.0/24 #AS15779 SYSKOPLAN Syskoplan Autonomous System, IT
194.246.126.0/23 #AS15779 SYSKOPLAN Syskoplan Autonomous System, IT
91.218.224.0/22 #AS15831 ASN-NETVALLEY, IT
109.70.120.0/21 #AS15887 INFOGROUP-AS, IT
193.41.6.0/23 #AS15923 ASN-LOGOS, IT
193.41.84.0/24 #AS15981 CSEBO-NET, IT
217.29.72.0/21 #AS16004 MIXITA-AS Milan Italy interconnection point, IT
193.168.160.0/22 #AS16027 ALLITUDE-1 Allitude Public Addresses, IT
217.71.64.0/20 #AS16027 ALLITUDE-1 Allitude Public Addresses, IT
192.175.48.1/32 #AS16035 ECITY ecity - Italy, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
193.41.85.0/24 #AS16052 ASN-SELECTA, IT
185.100.252.0/22 #AS16076 IPERV-AS, IT
194.177.64.0/19 #AS16076 IPERV-AS, IT
194.165.36.0/24 #AS16122 IT-PRADAINDUSTRIAL-AS, IT
195.47.251.0/24 #AS16122 IT-PRADAINDUSTRIAL-AS, IT
212.70.224.0/19 #AS16141 NETHOUSE, IT
192.175.48.1/32 #AS16210 GRUPPOIH-AS Value Added IP Services, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
2.192.0.0/13 #AS16232 ASN-TIM Service Provider, IT
5.168.0.0/14 #AS16232 ASN-TIM Service Provider, IT
62.18.0.0/15 #AS16232 ASN-TIM Service Provider, IT
95.74.0.0/15 #AS16232 ASN-TIM Service Provider, IT
109.52.0.0/14 #AS16232 ASN-TIM Service Provider, IT
158.148.0.0/16 #AS16232 ASN-TIM Service Provider, IT
176.200.0.0/15 #AS16232 ASN-TIM Service Provider, IT
213.230.128.0/19 #AS16232 ASN-TIM Service Provider, IT
217.200.0.0/14 #AS16232 ASN-TIM Service Provider, IT
185.100.236.0/22 #AS16297 WIIT-IT-AS, IT
217.18.96.0/19 #AS16297 WIIT-IT-AS, IT
217.118.0.0/20 #AS16297 WIIT-IT-AS, IT
62.122.80.0/21 #AS16379 UNICREDIT-AS-MUC-DE UniCredit S.p.A., IT
217.148.96.0/20 #AS16379 UNICREDIT-AS-MUC-DE UniCredit S.p.A., IT
192.175.48.1/32 #AS20487 ASN-ALLITUDE3, IT - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
82.57.208.0/21 #AS20580 Data Center, IT
217.170.224.0/24 #AS20658 COMPUTERDESIGN-AS, IT
217.170.226.0/24 #AS20658 COMPUTERDESIGN-AS, IT
217.170.228.0/24 #AS20658 COMPUTERDESIGN-AS, IT
217.170.231.0/24 #AS20658 COMPUTERDESIGN-AS, IT
217.170.232.0/24 #AS20658 COMPUTERDESIGN-AS, IT
217.170.238.0/23 #AS20658 COMPUTERDESIGN-AS, IT
78.40.128.0/21 #AS20697 AGS-AS, IT
217.9.64.0/20 #AS20745 ASCN, IT
46.29.200.0/21 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
62.77.32.0/19 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
62.86.116.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
77.238.0.0/19 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
80.241.224.0/20 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
80.253.32.0/22 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
80.253.40.0/22 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.74.238.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.74.252.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.115.110.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.115.114.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.115.118.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.117.187.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.117.188.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.119.128.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.119.135.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.119.137.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.123.100.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.123.180.0/22 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.123.185.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.123.186.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.123.188.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.124.117.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.124.118.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.124.120.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.124.124.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.125.120.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.125.124.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.125.126.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.125.128.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.125.133.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.125.134.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.125.139.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.125.141.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.126.64.0/19 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.126.128.0/20 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.126.160.0/19 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
81.126.192.0/19 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
82.53.187.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
82.102.4.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
83.221.96.0/20 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
83.221.112.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
83.221.115.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
83.221.116.0/22 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
83.221.120.0/21 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
85.33.3.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
85.37.16.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
88.33.27.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
88.44.60.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
88.44.63.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
89.31.48.0/21 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
91.206.128.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
94.92.86.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
109.69.200.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
109.69.205.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
109.233.100.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
131.1.6.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
131.1.20.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
131.1.216.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
131.1.220.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
131.1.222.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
131.1.229.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
131.1.230.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
131.1.240.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
131.1.243.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
131.1.244.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
131.1.247.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
131.1.252.0/22 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
138.132.0.0/16 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
151.99.195.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.0.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.4.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.8.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.10.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.12.0/22 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.20.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.22.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.24.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.26.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.28.0/22 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.32.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.34.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.36.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.39.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.40.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.43.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.44.0/22 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.48.0/21 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.56.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.59.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.60.0/22 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.64.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.67.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.68.0/22 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.73.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.75.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.76.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.82.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.84.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.87.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.88.0/22 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.97.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.98.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.100.0/22 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.104.0/21 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.116.0/22 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.120.0/21 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.128.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.131.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.132.0/22 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.136.0/21 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.144.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.148.0/22 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.152.0/22 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.158.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.160.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.164.0/22 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.168.0/21 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.176.0/22 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.180.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.183.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.184.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.187.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.188.0/22 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.192.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.197.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.200.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.202.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.209.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.210.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.212.0/22 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.216.0/22 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.223.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.224.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.227.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.228.0/22 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.232.0/21 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.240.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.244.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.246.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.248.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.252.0/23 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
156.54.254.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
158.173.163.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
185.57.108.0/22 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
185.63.228.0/22 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
185.86.60.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
185.148.205.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
185.148.207.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
193.32.94.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
194.184.205.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
212.216.176.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
217.27.64.0/19 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
217.56.122.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
217.56.125.0/24 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
217.169.96.0/19 #AS20746 ASN-IDC T.NO.OM.I.NC, IT
80.68.192.0/20 #AS20794 EURNETCITY, IT
37.186.128.0/18 #AS20811 BRENNERCOM-AS, IT
46.234.224.0/19 #AS20811 BRENNERCOM-AS, IT
77.74.112.0/21 #AS20811 BRENNERCOM-AS, IT
84.18.128.0/19 #AS20811 BRENNERCOM-AS, IT
89.190.160.0/19 #AS20811 BRENNERCOM-AS, IT
93.89.48.0/20 #AS20811 BRENNERCOM-AS, IT
95.171.32.0/19 #AS20811 BRENNERCOM-AS, IT
109.69.248.0/21 #AS20811 BRENNERCOM-AS, IT
147.189.208.0/23 #AS20811 BRENNERCOM-AS, IT
185.6.192.0/22 #AS20811 BRENNERCOM-AS, IT
185.111.144.0/22 #AS20811 BRENNERCOM-AS, IT
217.199.0.0/19 #AS20811 BRENNERCOM-AS, IT
80.72.160.0/20 #AS20819 ALITALIA, IT
5.253.198.0/24 #AS20836 CDLAN-AS Milano, IT
37.220.41.0/24 #AS20836 CDLAN-AS Milano, IT
37.220.42.0/24 #AS20836 CDLAN-AS Milano, IT
91.142.143.0/24 #AS20836 CDLAN-AS Milano, IT
95.157.64.0/18 #AS20836 CDLAN-AS Milano, IT
178.249.184.0/21 #AS20836 CDLAN-AS Milano, IT
185.43.151.0/24 #AS20836 CDLAN-AS Milano, IT
185.47.228.0/22 #AS20836 CDLAN-AS Milano, IT
185.112.90.0/24 #AS20836 CDLAN-AS Milano, IT
185.142.120.0/24 #AS20836 CDLAN-AS Milano, IT
185.164.176.0/23 #AS20836 CDLAN-AS Milano, IT
193.234.181.0/24 #AS20836 CDLAN-AS Milano, IT
193.235.114.0/24 #AS20836 CDLAN-AS Milano, IT
217.171.32.0/20 #AS20836 CDLAN-AS Milano, IT
46.102.96.0/22 #AS20912 ASN-PANSERVICE, IT
77.39.192.0/20 #AS20912 ASN-PANSERVICE, IT
77.39.216.0/22 #AS20912 ASN-PANSERVICE, IT
85.119.176.0/21 #AS20912 ASN-PANSERVICE, IT
185.109.188.0/22 #AS20912 ASN-PANSERVICE, IT
193.36.108.0/22 #AS20912 ASN-PANSERVICE, IT
212.66.96.0/19 #AS20912 ASN-PANSERVICE, IT
