192.175.48.1/32 #AS58 SSC-299-Z-58 - Shared Services Canada, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
185.199.240.0/24 #AS25820 IT7NET - IT7 Networks Inc, CA
185.199.242.0/23 #AS25820 IT7NET - IT7 Networks Inc, CA
185.205.180.0/22 #AS25820 IT7NET - IT7 Networks Inc, CA
185.212.56.0/22 #AS25820 IT7NET - IT7 Networks Inc, CA
185.239.68.0/22 #AS25820 IT7NET - IT7 Networks Inc, CA
192.69.88.0/21 #AS25820 IT7NET - IT7 Networks Inc, CA
192.243.112.0/20 #AS25820 IT7NET - IT7 Networks Inc, CA
198.35.44.0/22 #AS25820 IT7NET - IT7 Networks Inc, CA
198.181.32.0/20 #AS25820 IT7NET - IT7 Networks Inc, CA
198.181.56.0/22 #AS25820 IT7NET - IT7 Networks Inc, CA
199.19.104.0/21 #AS25820 IT7NET - IT7 Networks Inc, CA
199.115.228.0/22 #AS25820 IT7NET - IT7 Networks Inc, CA
199.168.136.0/21 #AS25820 IT7NET - IT7 Networks Inc, CA
199.180.112.0/21 #AS25820 IT7NET - IT7 Networks Inc, CA
199.193.124.0/22 #AS25820 IT7NET - IT7 Networks Inc, CA
206.190.232.0/21 #AS25820 IT7NET - IT7 Networks Inc, CA
212.50.224.0/21 #AS25820 IT7NET - IT7 Networks Inc, CA
212.50.232.0/22 #AS25820 IT7NET - IT7 Networks Inc, CA
212.50.244.0/22 #AS25820 IT7NET - IT7 Networks Inc, CA
212.50.248.0/21 #AS25820 IT7NET - IT7 Networks Inc, CA
216.24.176.0/20 #AS25820 IT7NET - IT7 Networks Inc, CA
137.122.0.0/16 #AS25826 UOTTAWA - University of Ottawa, CA
192.75.139.0/24 #AS25826 UOTTAWA - University of Ottawa, CA
216.48.80.0/20 #AS25826 UOTTAWA - University of Ottawa, CA
192.175.48.1/32 #AS25827 ASN02-SOGE - SOGETEL INC, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
209.205.40.0/24 #AS25833 TOCT - The Ontario College of Teachers, CA
192.175.48.1/32 #AS25835 EQB-ER-01 - Equitable Bank, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS25858 CANIX-TORONTO-IXP - CANIX Solutions & Services, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
149.112.136.0/23 #AS25870 CANIX-TORONTO-SERVICES - CANIX Solutions & Services, CA
199.216.104.0/22 #AS25872 RVSD41 - Rocky View Schools, CA
23.130.212.0/24 #AS25912 NULLNET-01 - NULL INNOVATIONS COMPANY, CA
65.49.152.0/21 #AS25914 QCC-AS - Quadro Communications Co-Operative Inc, CA
108.160.80.0/20 #AS25914 QCC-AS - Quadro Communications Co-Operative Inc, CA
132.147.240.0/20 #AS25914 QCC-AS - Quadro Communications Co-Operative Inc, CA
184.94.176.0/20 #AS25914 QCC-AS - Quadro Communications Co-Operative Inc, CA
198.161.86.0/24 #AS25925 CITYOFLETH - City of Lethbridge, CA
192.82.104.0/24 #AS25946 NETACCESS-SYSTEMS - NetAccess Systems Inc, CA
199.212.232.0/24 #AS25946 NETACCESS-SYSTEMS - NetAccess Systems Inc, CA
199.243.225.0/24 #AS25946 NETACCESS-SYSTEMS - NetAccess Systems Inc, CA
204.101.121.0/24 #AS25946 NETACCESS-SYSTEMS - NetAccess Systems Inc, CA
204.101.178.0/24 #AS25946 NETACCESS-SYSTEMS - NetAccess Systems Inc, CA
204.187.62.0/23 #AS25946 NETACCESS-SYSTEMS - NetAccess Systems Inc, CA
206.47.192.0/24 #AS25946 NETACCESS-SYSTEMS - NetAccess Systems Inc, CA
206.130.8.0/24 #AS25946 NETACCESS-SYSTEMS - NetAccess Systems Inc, CA
206.130.220.0/24 #AS25946 NETACCESS-SYSTEMS - NetAccess Systems Inc, CA
207.61.81.0/24 #AS25946 NETACCESS-SYSTEMS - NetAccess Systems Inc, CA
207.61.236.0/24 #AS25946 NETACCESS-SYSTEMS - NetAccess Systems Inc, CA
207.164.183.0/24 #AS25946 NETACCESS-SYSTEMS - NetAccess Systems Inc, CA
216.145.96.0/20 #AS25946 NETACCESS-SYSTEMS - NetAccess Systems Inc, CA
172.110.129.0/24 #AS25948 FHMNET - Datablocks, Inc, CA
198.135.236.0/24 #AS25948 FHMNET - Datablocks, Inc, CA
199.212.255.0/24 #AS25948 FHMNET - Datablocks, Inc, CA
192.175.48.1/32 #AS25976 METROBRIDGE-NET - TeraGo Networks Inc., CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
44.135.160.0/21 #AS25999 PROVISIONDATA - Provision Data Systems Inc., CA
44.135.216.0/23 #AS25999 PROVISIONDATA - Provision Data Systems Inc., CA
162.222.137.0/24 #AS25999 PROVISIONDATA - Provision Data Systems Inc., CA
162.222.138.0/24 #AS25999 PROVISIONDATA - Provision Data Systems Inc., CA
199.60.252.0/24 #AS25999 PROVISIONDATA - Provision Data Systems Inc., CA
199.119.216.0/22 #AS25999 PROVISIONDATA - Provision Data Systems Inc., CA
199.166.5.0/24 #AS25999 PROVISIONDATA - Provision Data Systems Inc., CA
199.185.139.0/24 #AS25999 PROVISIONDATA - Provision Data Systems Inc., CA
206.212.253.0/24 #AS25999 PROVISIONDATA - Provision Data Systems Inc., CA
208.73.56.0/22 #AS25999 PROVISIONDATA - Provision Data Systems Inc., CA
208.87.196.0/22 #AS25999 PROVISIONDATA - Provision Data Systems Inc., CA
23.172.224.0/24 #AS26035 AEONEX - aeonex, CA
192.139.36.0/24 #AS26037 RED-DEER-POLYTECHNIC - Red Deer Polytechnic, CA
204.209.16.0/23 #AS26037 RED-DEER-POLYTECHNIC - Red Deer Polytechnic, CA
204.209.19.0/24 #AS26037 RED-DEER-POLYTECHNIC - Red Deer Polytechnic, CA
65.39.0.0/18 #AS26071 LAKEHEAD - Lakehead University, CA
38.20.134.0/23 #AS26110 MHT-ASN - Manitoba Hydro International LTD, CA
38.64.129.0/24 #AS26110 MHT-ASN - Manitoba Hydro International LTD, CA
38.64.142.0/23 #AS26110 MHT-ASN - Manitoba Hydro International LTD, CA
38.64.148.0/22 #AS26110 MHT-ASN - Manitoba Hydro International LTD, CA
38.64.156.0/22 #AS26110 MHT-ASN - Manitoba Hydro International LTD, CA
38.64.196.0/22 #AS26110 MHT-ASN - Manitoba Hydro International LTD, CA
38.64.252.0/23 #AS26110 MHT-ASN - Manitoba Hydro International LTD, CA
38.111.122.0/23 #AS26110 MHT-ASN - Manitoba Hydro International LTD, CA
38.113.168.0/23 #AS26110 MHT-ASN - Manitoba Hydro International LTD, CA
170.39.48.0/24 #AS26138 REIS-AS1 - Reis Information Systems, CA
65.39.220.0/22 #AS26140 NETWO10229-ASN-01 - MCAP Service Corporation, CA
67.223.109.0/24 #AS26155 LAO-AS - Legal Aid Ontario, CA
23.160.40.0/24 #AS26195 CYBERRI - Cyberri Technologies Inc., CA
192.175.48.1/32 #AS26198 QUEBE-104-26198 - PMENN5, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
142.3.0.0/16 #AS26206 ASN-UREGINA - University of Regina, CA
198.169.20.0/24 #AS26206 ASN-UREGINA - University of Regina, CA
192.139.71.0/24 #AS26221 ASN-BMONB-AS1 - Bank of Montreal, CA
198.96.142.0/24 #AS26221 ASN-BMONB-AS1 - Bank of Montreal, CA
38.247.123.0/24 #AS26225 ATL-CMH-HOSTING - Think On, Inc., CA
162.253.196.0/22 #AS26225 ATL-CMH-HOSTING - Think On, Inc., CA
206.197.9.0/24 #AS26225 ATL-CMH-HOSTING - Think On, Inc., CA
208.67.26.0/24 #AS26225 ATL-CMH-HOSTING - Think On, Inc., CA
208.88.164.0/23 #AS26225 ATL-CMH-HOSTING - Think On, Inc., CA
208.88.166.0/24 #AS26225 ATL-CMH-HOSTING - Think On, Inc., CA
216.83.23.0/24 #AS26225 ATL-CMH-HOSTING - Think On, Inc., CA
216.83.24.0/24 #AS26225 ATL-CMH-HOSTING - Think On, Inc., CA
192.139.46.0/24 #AS26227 COOPERIX-NET - Sandelman Software Works Corporation, CA
205.159.92.0/24 #AS26227 COOPERIX-NET - Sandelman Software Works Corporation, CA
192.175.48.1/32 #AS26230 RCC-TOL-1 - Rogers Communications Canada Inc., CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS26268 CSIX - CloudSingularity Internet Exchange, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
44.135.197.0/24 #AS26288 KNET-1 - Keewaytinook Okimakanak, CA
64.184.192.0/19 #AS26288 KNET-1 - Keewaytinook Okimakanak, CA
66.165.192.0/19 #AS26288 KNET-1 - Keewaytinook Okimakanak, CA
69.71.64.0/19 #AS26288 KNET-1 - Keewaytinook Okimakanak, CA
206.188.96.0/19 #AS26288 KNET-1 - Keewaytinook Okimakanak, CA
192.175.48.1/32 #AS26300 MISSING-LINK-INTERNET - Missing Link Internet inc., CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
23.168.40.0/24 #AS26318 PC-MINI-TECH - PC Mini Tech, CA
198.35.42.0/24 #AS26320 MONARCH-IND-CA - MONARCH INDUSTRIES LIMITED, CA
142.201.0.0/23 #AS26321 TSX-GROUP - TSX Inc., CA
142.201.5.0/24 #AS26321 TSX-GROUP - TSX Inc., CA
142.201.8.0/24 #AS26321 TSX-GROUP - TSX Inc., CA
142.201.17.0/24 #AS26321 TSX-GROUP - TSX Inc., CA
198.22.102.0/24 #AS26321 TSX-GROUP - TSX Inc., CA
205.207.128.0/23 #AS26321 TSX-GROUP - TSX Inc., CA
199.201.222.0/24 #AS26323 DIGITALPAYTECH - Digital Payment Technologies Corp., CA
192.175.48.1/32 #AS26354 VISTO-UK - BlackBerry Limited, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
199.16.112.0/22 #AS26357 ORISO-AS - Oriso Solutions Inc., CA
199.101.164.0/22 #AS26357 ORISO-AS - Oriso Solutions Inc., CA
205.149.0.0/21 #AS26357 ORISO-AS - Oriso Solutions Inc., CA
142.200.192.0/18 #AS26361 MB-EHEALTH - Saint Boniface General Hospital, CA
142.233.192.0/18 #AS26361 MB-EHEALTH - Saint Boniface General Hospital, CA
199.175.242.0/23 #AS26366 CITY-PG - City of Prince George, CA
199.175.244.0/24 #AS26366 CITY-PG - City of Prince George, CA
192.175.48.1/32 #AS26389 PEIX - Atlantic IXPs Inc., CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
38.80.82.0/23 #AS26413 IP4B-TELECOM - IP4B Inc., CA
38.102.88.0/23 #AS26413 IP4B-TELECOM - IP4B Inc., CA
38.128.234.0/23 #AS26413 IP4B-TELECOM - IP4B Inc., CA
192.148.112.0/22 #AS26413 IP4B-TELECOM - IP4B Inc., CA
199.168.216.0/21 #AS26413 IP4B-TELECOM - IP4B Inc., CA
205.172.120.0/21 #AS26413 IP4B-TELECOM - IP4B Inc., CA
192.175.48.1/32 #AS26416 OCAS - OCAS Application Services Inc., CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
142.222.0.0/16 #AS26430 MOHAWK-COLLEGE-01 - Mohawk College of Applied Arts and Technology, CA
38.70.198.0/24 #AS26441 HYPERWALLET-VB - HyperWALLET Systems Inc, CA
69.172.255.0/24 #AS26441 HYPERWALLET-VB - HyperWALLET Systems Inc, CA
198.163.215.0/24 #AS26441 HYPERWALLET-VB - HyperWALLET Systems Inc, CA
66.254.32.0/19 #AS26480 EBOX-AS26480 - B2B2C Inc, CA
199.202.64.0/24 #AS26480 EBOX-AS26480 - B2B2C Inc, CA
204.19.34.0/23 #AS26480 EBOX-AS26480 - B2B2C Inc, CA
192.175.48.1/32 #AS26501 SASKTEL - Saskatchewan Telecommunications, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
173.231.119.0/24 #AS26516 OMDHM - OFFICE MUNICIPAL D HABITATION DE MONTREAL, CA
38.64.244.0/24 #AS26523 PNB-TRANSIT - Province of New Brunswick, CA
162.252.132.0/22 #AS26523 PNB-TRANSIT - Province of New Brunswick, CA
172.84.0.0/18 #AS26531 NEXUSDS - NEXUSDS.COM, CA
199.182.52.0/22 #AS26531 NEXUSDS - NEXUSDS.COM, CA
205.233.93.0/24 #AS26531 NEXUSDS - NEXUSDS.COM, CA
206.130.178.0/24 #AS26531 NEXUSDS - NEXUSDS.COM, CA
66.18.192.0/18 #AS26546 NUCLEUS-INC - FIBERNETICS CORPORATION, CA
204.209.5.0/24 #AS26546 NUCLEUS-INC - FIBERNETICS CORPORATION, CA
205.233.15.0/24 #AS26546 NUCLEUS-INC - FIBERNETICS CORPORATION, CA
208.94.28.0/22 #AS26546 NUCLEUS-INC - FIBERNETICS CORPORATION, CA
216.66.128.0/18 #AS26546 NUCLEUS-INC - FIBERNETICS CORPORATION, CA
192.80.54.0/24 #AS26547 OPENTEXT-NA-RESEARCH - Open Text Corporation, CA
159.175.0.0/16 #AS26567 AS-LMGC-TOR-01 - Loyalty Management Group, Inc., CA
199.189.0.0/23 #AS26574 STANTEC - STANTEC CONSULTING SERVICES INC., CA
192.175.48.1/32 #AS26653 AS-LMS - La Maison Simons, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
159.153.136.0/23 #AS26672 EACANADA - Electronic Arts Canada, CA
66.97.16.0/20 #AS26677 ORION-ASN - ORION, CA
142.51.70.0/23 #AS26677 ORION-ASN - ORION, CA
142.155.0.0/22 #AS26677 ORION-ASN - ORION, CA
142.155.117.0/24 #AS26677 ORION-ASN - ORION, CA
142.155.164.0/24 #AS26677 ORION-ASN - ORION, CA
142.155.192.0/22 #AS26677 ORION-ASN - ORION, CA
142.155.198.0/23 #AS26677 ORION-ASN - ORION, CA
142.155.210.0/24 #AS26677 ORION-ASN - ORION, CA
142.155.216.0/22 #AS26677 ORION-ASN - ORION, CA
172.99.134.0/23 #AS26677 ORION-ASN - ORION, CA
192.75.204.0/23 #AS26677 ORION-ASN - ORION, CA
192.139.237.0/24 #AS26677 ORION-ASN - ORION, CA
192.197.60.0/24 #AS26677 ORION-ASN - ORION, CA
192.197.250.0/23 #AS26677 ORION-ASN - ORION, CA
199.212.15.0/24 #AS26677 ORION-ASN - ORION, CA
199.212.84.0/23 #AS26677 ORION-ASN - ORION, CA
199.212.250.0/23 #AS26677 ORION-ASN - ORION, CA
199.212.252.0/23 #AS26677 ORION-ASN - ORION, CA
199.212.254.0/24 #AS26677 ORION-ASN - ORION, CA
205.211.94.0/23 #AS26677 ORION-ASN - ORION, CA
192.175.48.1/32 #AS26680 JDSMITH - J.D. SMITH AND SONS LTD, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
23.150.216.0/24 #AS26692 GLACIER - Glacier Holdings Ltd., CA
64.6.40.0/23 #AS26696 MINTO-COMMUNICATIONS-SOCIETY - Minto Communications Society, CA
64.114.125.0/24 #AS26696 MINTO-COMMUNICATIONS-SOCIETY - Minto Communications Society, CA
209.52.32.0/24 #AS26696 MINTO-COMMUNICATIONS-SOCIETY - Minto Communications Society, CA
142.75.224.0/23 #AS26704 OPENTEXT-NA-US-4 - Open Text Corporation, CA
142.75.232.0/23 #AS26704 OPENTEXT-NA-US-4 - Open Text Corporation, CA
150.105.20.0/24 #AS26704 OPENTEXT-NA-US-4 - Open Text Corporation, CA
150.105.30.0/24 #AS26704 OPENTEXT-NA-US-4 - Open Text Corporation, CA
150.105.48.0/20 #AS26704 OPENTEXT-NA-US-4 - Open Text Corporation, CA
150.105.78.0/23 #AS26704 OPENTEXT-NA-US-4 - Open Text Corporation, CA
150.105.89.0/24 #AS26704 OPENTEXT-NA-US-4 - Open Text Corporation, CA
150.105.98.0/23 #AS26704 OPENTEXT-NA-US-4 - Open Text Corporation, CA
150.105.100.0/24 #AS26704 OPENTEXT-NA-US-4 - Open Text Corporation, CA
150.105.102.0/24 #AS26704 OPENTEXT-NA-US-4 - Open Text Corporation, CA
150.105.104.0/23 #AS26704 OPENTEXT-NA-US-4 - Open Text Corporation, CA
150.105.110.0/24 #AS26704 OPENTEXT-NA-US-4 - Open Text Corporation, CA
150.105.144.0/20 #AS26704 OPENTEXT-NA-US-4 - Open Text Corporation, CA
150.105.172.0/24 #AS26704 OPENTEXT-NA-US-4 - Open Text Corporation, CA
150.105.178.0/24 #AS26704 OPENTEXT-NA-US-4 - Open Text Corporation, CA
150.105.184.0/21 #AS26704 OPENTEXT-NA-US-4 - Open Text Corporation, CA
150.105.204.0/24 #AS26704 OPENTEXT-NA-US-4 - Open Text Corporation, CA
150.105.210.0/24 #AS26704 OPENTEXT-NA-US-4 - Open Text Corporation, CA
150.105.216.0/21 #AS26704 OPENTEXT-NA-US-4 - Open Text Corporation, CA
165.251.192.0/24 #AS26704 OPENTEXT-NA-US-4 - Open Text Corporation, CA
165.251.195.0/24 #AS26704 OPENTEXT-NA-US-4 - Open Text Corporation, CA
202.53.154.0/23 #AS26704 OPENTEXT-NA-US-4 - Open Text Corporation, CA
192.175.48.1/32 #AS26728 HAVEN-HOSTING - Haven Hosting Ltd., CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
64.151.192.0/18 #AS26753 IN2NET-NETWORK - In2net Network Inc., CA
65.61.192.0/18 #AS26753 IN2NET-NETWORK - In2net Network Inc., CA
66.226.128.0/20 #AS26753 IN2NET-NETWORK - In2net Network Inc., CA
209.151.0.0/19 #AS26753 IN2NET-NETWORK - In2net Network Inc., CA
192.175.48.1/32 #AS26770 DAUGHERTY - CGI Inc., CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.156.169.0/24 #AS26775 ENGHOUSE - Enghouse Systems Ltd, CA
66.252.144.0/20 #AS26788 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
72.14.160.0/20 #AS26788 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
173.46.0.0/19 #AS26788 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
216.183.80.0/20 #AS26788 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
198.169.21.0/24 #AS26806 SRNET-SASKATCHEWAN-RESEARCH-NETWORK - SRNet Saskatchewan Research Network Inc., CA
198.169.22.0/23 #AS26806 SRNET-SASKATCHEWAN-RESEARCH-NETWORK - SRNet Saskatchewan Research Network Inc., CA
208.75.72.0/23 #AS26806 SRNET-SASKATCHEWAN-RESEARCH-NETWORK - SRNet Saskatchewan Research Network Inc., CA
38.49.208.0/20 #AS26832 RICAWEBSERVICES - Rica Web Services, CA
38.102.84.0/22 #AS26832 RICAWEBSERVICES - Rica Web Services, CA
38.102.124.0/22 #AS26832 RICAWEBSERVICES - Rica Web Services, CA
38.143.56.0/22 #AS26832 RICAWEBSERVICES - Rica Web Services, CA
86.107.168.0/24 #AS26832 RICAWEBSERVICES - Rica Web Services, CA
104.152.208.0/22 #AS26832 RICAWEBSERVICES - Rica Web Services, CA
104.241.180.0/24 #AS26832 RICAWEBSERVICES - Rica Web Services, CA
149.5.244.0/22 #AS26832 RICAWEBSERVICES - Rica Web Services, CA
154.12.116.0/22 #AS26832 RICAWEBSERVICES - Rica Web Services, CA
162.250.188.0/22 #AS26832 RICAWEBSERVICES - Rica Web Services, CA
172.98.12.0/24 #AS26832 RICAWEBSERVICES - Rica Web Services, CA
185.141.216.0/24 #AS26832 RICAWEBSERVICES - Rica Web Services, CA
207.90.192.0/22 #AS26832 RICAWEBSERVICES - Rica Web Services, CA
209.209.8.0/22 #AS26832 RICAWEBSERVICES - Rica Web Services, CA
192.175.48.1/32 #AS26837 STS-AS - Swift Trade Securities Inc., CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
216.118.208.0/21 #AS26838 MAGNANET - Magna International Inc., CA
216.118.216.0/22 #AS26838 MAGNANET - Magna International Inc., CA
216.118.220.0/23 #AS26838 MAGNANET - Magna International Inc., CA
216.118.222.0/24 #AS26838 MAGNANET - Magna International Inc., CA
192.75.200.0/23 #AS26871 EPSB-1 - Edmonton Public School Board, District No. 7, CA
192.75.202.0/24 #AS26871 EPSB-1 - Edmonton Public School Board, District No. 7, CA
198.161.119.0/24 #AS26871 EPSB-1 - Edmonton Public School Board, District No. 7, CA
199.185.64.0/19 #AS26871 EPSB-1 - Edmonton Public School Board, District No. 7, CA
192.175.48.1/32 #AS26872 BREWERSRETAILINC - Brewers Retail, Inc., CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
142.40.132.0/22 #AS26884 VALE - Vale Canada Limited, CA
142.40.136.0/23 #AS26884 VALE - Vale Canada Limited, CA
142.40.139.0/24 #AS26884 VALE - Vale Canada Limited, CA
142.40.150.0/23 #AS26884 VALE - Vale Canada Limited, CA
142.47.133.0/24 #AS26884 VALE - Vale Canada Limited, CA
192.152.195.0/24 #AS26889 STARTECH-LTD - Startech Computer Accessories, CA
209.182.221.0/24 #AS26889 STARTECH-LTD - Startech Computer Accessories, CA
23.247.168.0/23 #AS26904 NASULEX - Nasulex Networks, CA
23.247.170.0/24 #AS26904 NASULEX - Nasulex Networks, CA
23.134.84.0/24 #AS26922 SIMPLYNET-1 - SimplyNet Canada Inc., CA
23.133.220.0/24 #AS26932 HUBNET - BRAVO TELECOM, CA
104.192.120.0/21 #AS26932 HUBNET - BRAVO TELECOM, CA
104.251.32.0/20 #AS26932 HUBNET - BRAVO TELECOM, CA
192.64.128.0/20 #AS26932 HUBNET - BRAVO TELECOM, CA
199.83.160.0/21 #AS26932 HUBNET - BRAVO TELECOM, CA
38.88.80.0/24 #AS26968 PSD-ROCKET-AS - PSD Professional SystemsDesigns, Ltd, CA
74.121.32.0/22 #AS26968 PSD-ROCKET-AS - PSD Professional SystemsDesigns, Ltd, CA
199.249.175.0/24 #AS26986 ESI-CANADA - ESI Canada, CA
199.249.176.0/23 #AS26986 ESI-CANADA - ESI Canada, CA
199.249.178.0/24 #AS26986 ESI-CANADA - ESI Canada, CA
141.117.0.0/16 #AS26996 RYERSON-UNIVERSITY - Toronto Metropolitan University, CA
23.156.80.0/24 #AS27168 AS-MAX - Cogeco Connexion Inc., CA
23.181.128.0/24 #AS27168 AS-MAX - Cogeco Connexion Inc., CA
66.85.12.0/24 #AS27168 AS-MAX - Cogeco Connexion Inc., CA
137.83.15.0/24 #AS27168 AS-MAX - Cogeco Connexion Inc., CA
168.245.207.0/24 #AS27168 AS-MAX - Cogeco Connexion Inc., CA
192.84.236.0/24 #AS27168 AS-MAX - Cogeco Connexion Inc., CA
198.135.166.0/24 #AS27168 AS-MAX - Cogeco Connexion Inc., CA
69.26.64.0/19 #AS27181 KMTS-NET - Bell Canada, CA
199.58.168.0/21 #AS27256 CBNBC-NET - Cybernet Communications Ltd, CA
198.161.28.0/22 #AS27275 TBC - Board of Governors of The Banff Centre, CA
140.80.0.0/18 #AS27293 BANKOFCANADA - The Bank of Canada, CA
140.80.64.0/19 #AS27293 BANKOFCANADA - The Bank of Canada, CA
140.80.128.0/17 #AS27293 BANKOFCANADA - The Bank of Canada, CA
149.112.123.0/24 #AS27299 CIRA-REGISTRY - CIRA Canadian Internet Registration Authority Autorit Canadienne pour les enregistrements Internet, CA
162.219.52.0/23 #AS27299 CIRA-REGISTRY - CIRA Canadian Internet Registration Authority Autorit Canadienne pour les enregistrements Internet, CA
192.228.23.0/24 #AS27299 CIRA-REGISTRY - CIRA Canadian Internet Registration Authority Autorit Canadienne pour les enregistrements Internet, CA
192.228.24.0/22 #AS27299 CIRA-REGISTRY - CIRA Canadian Internet Registration Authority Autorit Canadienne pour les enregistrements Internet, CA
192.228.28.0/23 #AS27299 CIRA-REGISTRY - CIRA Canadian Internet Registration Authority Autorit Canadienne pour les enregistrements Internet, CA
192.228.31.0/24 #AS27299 CIRA-REGISTRY - CIRA Canadian Internet Registration Authority Autorit Canadienne pour les enregistrements Internet, CA
192.175.48.1/32 #AS27312 CARSWELL - Thomson Reuters Canada Limited, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
159.33.0.0/19 #AS27324 CBC-ASN - Canadian Broadcasting Corporation, CA
159.33.32.0/22 #AS27324 CBC-ASN - Canadian Broadcasting Corporation, CA
159.33.36.0/23 #AS27324 CBC-ASN - Canadian Broadcasting Corporation, CA
159.33.38.0/24 #AS27324 CBC-ASN - Canadian Broadcasting Corporation, CA
159.33.40.0/24 #AS27324 CBC-ASN - Canadian Broadcasting Corporation, CA
159.33.45.0/24 #AS27324 CBC-ASN - Canadian Broadcasting Corporation, CA
159.33.46.0/24 #AS27324 CBC-ASN - Canadian Broadcasting Corporation, CA
159.33.50.0/24 #AS27324 CBC-ASN - Canadian Broadcasting Corporation, CA
159.33.57.0/24 #AS27324 CBC-ASN - Canadian Broadcasting Corporation, CA
159.33.59.0/24 #AS27324 CBC-ASN - Canadian Broadcasting Corporation, CA
159.33.61.0/24 #AS27324 CBC-ASN - Canadian Broadcasting Corporation, CA
159.33.63.0/24 #AS27324 CBC-ASN - Canadian Broadcasting Corporation, CA
159.33.160.0/24 #AS27324 CBC-ASN - Canadian Broadcasting Corporation, CA
192.175.48.1/32 #AS27340 MI-MUN - Memorial University of Newfoundland, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
198.245.176.0/23 #AS27367 AS-PUSHWARE - Pushware Wireless Inc, CA
68.69.112.0/22 #AS27380 NYSS - NYSS, CA
8.36.162.0/24 #AS27381 CASALE-MEDIA - Index Exchange Inc., CA
23.90.68.0/24 #AS27381 CASALE-MEDIA - Index Exchange Inc., CA
75.119.185.0/24 #AS27381 CASALE-MEDIA - Index Exchange Inc., CA
85.91.44.0/22 #AS27381 CASALE-MEDIA - Index Exchange Inc., CA
103.55.112.0/24 #AS27381 CASALE-MEDIA - Index Exchange Inc., CA
103.104.50.0/24 #AS27381 CASALE-MEDIA - Index Exchange Inc., CA
110.44.7.0/24 #AS27381 CASALE-MEDIA - Index Exchange Inc., CA
139.5.84.0/22 #AS27381 CASALE-MEDIA - Index Exchange Inc., CA
170.76.128.0/23 #AS27381 CASALE-MEDIA - Index Exchange Inc., CA
185.80.36.0/22 #AS27381 CASALE-MEDIA - Index Exchange Inc., CA
185.170.60.0/22 #AS27381 CASALE-MEDIA - Index Exchange Inc., CA
192.40.32.0/21 #AS27381 CASALE-MEDIA - Index Exchange Inc., CA
192.139.80.0/24 #AS27381 CASALE-MEDIA - Index Exchange Inc., CA
209.204.224.0/20 #AS27381 CASALE-MEDIA - Index Exchange Inc., CA
158.51.28.0/22 #AS27404 NUBIRDZ - Nubirdz  Nubirdz Computers, CA
137.236.0.0/16 #AS27495 OPENTEXT-NA-US-1 - Open Text Corporation, CA
165.251.8.0/21 #AS27495 OPENTEXT-NA-US-1 - Open Text Corporation, CA
165.251.16.0/21 #AS27495 OPENTEXT-NA-US-1 - Open Text Corporation, CA
165.251.25.0/24 #AS27495 OPENTEXT-NA-US-1 - Open Text Corporation, CA
165.251.32.0/20 #AS27495 OPENTEXT-NA-US-1 - Open Text Corporation, CA
165.251.100.0/24 #AS27495 OPENTEXT-NA-US-1 - Open Text Corporation, CA
204.124.244.0/24 #AS27495 OPENTEXT-NA-US-1 - Open Text Corporation, CA
